Time	AMP.ParticleNumber	CDK5.ParticleNumber	CK1.ParticleNumber	CK1P.ParticleNumber	CK1P_PP2B.ParticleNumber	Ca.ParticleNumber	D.ParticleNumber	D137.ParticleNumber	D137_CDK5.ParticleNumber	D137_PKA.ParticleNumber	D137_PP2C.ParticleNumber	D34.ParticleNumber	D34:137.ParticleNumber	D34:137_CDK5.ParticleNumber	D34:137_PP2B.ParticleNumber	D34:137_PP2C.ParticleNumber	D34:75.ParticleNumber	D34:75:137.ParticleNumber	D34:75:137_PP2A.ParticleNumber	D34:75:137_PP2ACa.ParticleNumber	D34:75:137_PP2AP.ParticleNumber	D34:75:137_PP2APCa.ParticleNumber	D34:75:137_PP2B.ParticleNumber	D34:75:137_PP2C.ParticleNumber	D34:75_CK1.ParticleNumber	D34:75_PP2A.ParticleNumber	D34:75_PP2ACa.ParticleNumber	D34:75_PP2AP.ParticleNumber	D34:75_PP2APCa.ParticleNumber	D34:75_PP2B.ParticleNumber	D34_CDK5.ParticleNumber	D34_CK1.ParticleNumber	D34_PP2B.ParticleNumber	D75.ParticleNumber	D75:137.ParticleNumber	D75:137_PKA.ParticleNumber	D75:137_PP2A.ParticleNumber	D75:137_PP2ACa.ParticleNumber	D75:137_PP2AP.ParticleNumber	D75:137_PP2APCa.ParticleNumber	D75:137_PP2C.ParticleNumber	D75_CK1.ParticleNumber	D75_PKA.ParticleNumber	D75_PP2A.ParticleNumber	D75_PP2ACa.ParticleNumber	D75_PP2AP.ParticleNumber	D75_PP2APCa.ParticleNumber	D_CDK5.ParticleNumber	D_CK1.ParticleNumber	D_PKA.ParticleNumber	Empty.ParticleNumber	PDE.ParticleNumber	PDEP.ParticleNumber	PDE_PKA.ParticleNumber	PKA.ParticleNumber	PP2A.ParticleNumber	PP2ACa.ParticleNumber	PP2ACa_PKA.ParticleNumber	PP2AP.ParticleNumber	PP2APCa.ParticleNumber	PP2A_PKA.ParticleNumber	PP2B.ParticleNumber	PP2Binactive.ParticleNumber	PP2BinactiveCa2.ParticleNumber	PP2C.ParticleNumber	R2C2.ParticleNumber	cAMP.ParticleNumber	cAMP2_R2C2.ParticleNumber	cAMP3_R2C2.ParticleNumber	cAMP4_R2.ParticleNumber	cAMP4_R2C.ParticleNumber	cAMP4_R2C2.ParticleNumber	cAMP_PDE.ParticleNumber	cAMP_PDEP.ParticleNumber	cAMP_R2C2.ParticleNumber	Ca.ParticleNumberRate
39.5	0	62	13	75	2	9	1726	157	7	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	928	83	0	1	0	0	0	4	1	0	17	0	0	0	51	9	0	0	1204	0	0	0	102	0	0	0	0	0	15	157	26	61	3999	0	0	0	0	0	0	0	0	0	-23.5234
40	0	52	8	77	3	12	1703	163	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	942	82	0	1	0	0	0	1	2	0	20	0	0	0	63	10	0	0	1204	0	0	0	99	0	0	0	0	0	15	156	26	72	3999	0	0	0	0	0	0	0	0	0	-109.565
40.5	0	57	7	76	4	6	1693	157	6	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	959	84	0	1	0	0	0	4	2	0	18	0	0	0	57	11	0	0	1204	0	0	0	101	0	0	0	0	0	16	154	26	69	3999	0	0	0	0	0	0	0	0	0	42.5947
41	0	56	6	79	1	10	1696	156	7	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961	77	0	1	0	0	0	9	3	0	13	0	0	0	57	11	0	0	1204	0	0	0	106	0	0	0	0	0	19	156	24	63	3999	0	0	0	0	0	0	0	0	0	-42.0337
41.5	0	52	6	78	1	7	1696	152	8	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	949	83	0	1	0	0	0	8	6	0	17	0	0	0	60	9	0	0	1204	0	0	0	102	0	0	0	0	0	16	152	31	62	3999	0	0	0	0	0	0	0	0	0	30.7133
42	0	51	5	80	2	3	1711	151	8	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	947	81	0	1	0	0	0	2	5	0	19	0	0	0	61	8	0	0	1204	0	0	0	100	0	0	0	0	0	11	148	39	73	3999	0	0	0	0	0	0	0	0	0	96.703
42.5	0	54	4	81	0	9	1714	153	5	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	942	79	0	0	0	0	0	5	8	0	16	0	0	0	61	7	0	0	1204	0	0	0	104	0	0	0	0	0	15	151	34	66	3999	0	0	0	0	0	0	0	0	0	-15.5699
43	0	63	9	70	5	15	1732	153	4	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	927	78	0	3	0	0	0	5	7	0	17	0	0	0	53	9	0	0	1204	0	0	0	100	0	0	0	0	0	13	157	25	64	3999	0	0	0	0	0	0	0	0	0	-222.814
43.5	0	54	13	71	1	8	1726	164	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	914	88	0	0	0	0	0	2	6	0	17	0	0	0	62	9	0	0	1204	0	0	0	102	1	0	0	0	0	19	159	21	71	3999	0	0	0	0	0	0	0	0	0	3.83036
44	0	50	12	68	1	8	1709	167	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	915	89	0	3	0	0	0	6	6	0	15	0	0	0	67	13	0	0	1204	0	0	0	101	1	0	0	0	0	20	160	19	68	3999	0	0	0	0	0	0	0	0	0	3.59775
44.5	0	53	12	67	2	12	1717	173	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	906	86	0	2	0	0	0	7	9	0	16	1	0	0	62	10	0	0	1204	0	0	0	101	0	0	0	0	0	16	157	25	68	3999	0	0	0	0	0	0	0	0	0	-107.985
45	0	58	8	71	2	7	1740	154	6	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	897	90	0	5	0	0	0	10	7	0	13	0	0	0	56	12	0	0	1204	0	0	0	101	1	0	0	0	0	14	157	27	61	3999	0	0	0	0	0	0	0	0	0	21.6072
45.5	0	49	10	74	0	6	1726	157	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	895	100	0	2	1	0	0	4	7	0	17	1	0	0	68	9	0	0	1204	0	0	0	99	0	0	0	0	0	20	161	19	67	3999	0	0	0	0	0	0	0	0	0	39.3781
46	0	55	12	71	0	10	1721	176	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	890	89	0	3	0	0	0	5	4	0	25	2	0	0	62	13	0	0	1204	0	0	0	90	0	0	0	0	0	19	160	21	69	3999	0	0	0	0	0	0	0	0	0	-45.2231
46.5	0	57	11	73	1	3	1722	177	3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	908	84	0	2	0	0	0	5	5	0	13	0	0	0	60	10	0	0	1204	0	0	0	104	1	0	0	0	0	21	159	19	65	3999	0	0	0	0	0	0	0	0	0	80.131
47	0	60	12	74	3	6	1730	172	8	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	916	88	0	0	0	0	0	4	2	0	10	0	0	0	52	9	0	0	1204	0	0	0	109	1	0	0	0	0	13	155	29	68	3999	0	0	0	0	0	0	0	0	0	41.5934
47.5	0	58	10	75	1	5	1735	171	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	898	92	0	1	0	0	0	6	5	0	13	0	0	0	55	9	0	0	1204	0	0	0	106	0	0	0	0	0	18	154	27	67	3999	0	0	0	0	0	0	0	0	0	63.98
48	0	51	6	75	3	7	1736	167	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	892	87	0	1	0	0	0	6	5	0	15	1	0	0	66	11	0	0	1204	0	0	0	103	0	0	0	0	0	19	160	18	65	3999	0	0	0	0	0	0	0	0	0	19.0879
48.5	0	51	12	71	2	7	1743	153	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	889	99	0	4	0	0	0	5	9	0	14	0	0	0	66	6	0	0	1204	0	0	0	101	1	0	0	0	0	19	156	23	67	3999	0	0	0	0	0	0	0	0	0	27.1201
49	0	55	11	74	3	7	1713	153	3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	923	96	0	4	0	0	0	5	4	0	18	0	0	0	62	8	0	0	1204	0	0	0	97	1	0	0	0	0	14	154	29	65	3999	0	0	0	0	0	0	0	0	0	24.8058
49.5	0	65	11	78	1	8	1724	150	4	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	929	97	0	0	0	0	0	5	3	0	18	0	0	0	51	7	0	0	1204	0	0	0	102	0	0	0	0	0	12	150	37	64	3999	0	0	0	0	0	0	0	0	0	7.06547
50	0	61	11	70	1	11	1694	164	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	947	86	0	1	0	0	0	6	5	0	16	0	0	0	56	13	0	0	1204	0	0	0	103	0	0	0	0	0	18	161	20	66	3999	0	0	0	0	0	0	0	0	0	-75.4917
50.5	0	55	11	72	4	7	1694	165	6	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	940	85	0	2	0	0	0	3	3	0	22	0	0	0	59	10	0	0	1204	0	0	0	96	0	0	0	0	0	16	158	22	67	3999	0	0	0	0	0	0	0	0	0	18.402
51	0	56	13	72	3	9	1683	166	7	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	944	84	0	2	0	0	0	4	3	0	22	0	0	0	57	9	0	0	1204	0	0	0	96	0	0	0	0	0	13	154	30	58	3999	0	0	0	0	0	0	0	0	0	-23.5257
51.5	0	53	10	74	4	7	1712	168	7	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	919	81	0	3	0	0	0	3	6	0	23	0	0	0	60	6	0	0	1204	0	0	0	94	0	0	0	0	0	14	153	29	66	3999	0	0	0	0	0	0	0	0	0	24.083
52	0	60	13	77	1	9	1701	159	5	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	945	81	0	3	0	0	0	7	5	0	20	0	0	0	55	4	0	0	1204	0	0	0	97	0	0	0	0	0	16	152	31	59	3999	0	0	0	0	0	0	0	0	0	-15.9754
52.5	0	54	6	72	6	11	1682	158	5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	955	89	0	1	0	0	0	4	7	0	18	0	0	0	61	9	0	0	1204	0	0	0	101	0	0	0	0	0	14	152	28	66	3999	0	0	0	0	0	0	0	0	0	-77.4937
53	0	54	12	72	3	7	1669	154	7	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	967	99	0	1	0	0	0	3	7	0	18	0	0	0	59	6	0	0	1204	0	0	0	101	0	0	0	0	0	19	151	27	68	3999	0	0	0	0	0	0	0	0	0	32.2285
53.5	0	58	14	71	2	4	1665	154	7	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	974	96	0	1	0	0	0	3	6	0	22	0	0	0	55	7	0	0	1204	0	0	0	97	0	0	0	0	0	18	149	31	68	3999	0	0	0	0	0	0	0	0	0	84.7733
54	0	51	10	71	0	5	1688	154	8	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	941	97	0	3	0	0	0	6	8	0	12	0	0	0	61	11	0	0	1204	0	0	0	104	1	0	0	0	0	21	153	26	64	3999	0	0	0	0	0	0	0	0	0	69.5348
54.5	0	66	11	68	1	6	1722	163	5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	910	93	0	0	0	0	0	4	8	0	23	0	0	0	49	12	0	0	1204	0	0	0	97	0	0	0	0	0	13	147	39	66	3999	0	0	0	0	0	0	0	0	0	56.2496
55	0	59	14	72	1	1	1741	156	6	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	897	89	0	3	0	0	0	7	5	0	20	0	0	0	55	8	0	0	1204	0	0	0	97	0	0	0	0	0	15	147	37	61	3999	0	0	0	0	0	0	0	0	0	115.9
55.5	0	54	15	69	2	8	1749	162	5	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	888	87	0	0	0	0	0	4	4	0	18	0	0	0	61	10	0	0	1204	0	0	0	102	0	0	0	0	0	16	153	29	65	3999	0	0	0	0	0	0	0	0	0	6.47733
56	0	57	14	67	1	5	1776	164	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	875	73	0	3	0	0	0	4	7	0	17	0	0	0	57	11	0	0	1204	0	0	0	100	0	0	0	0	0	17	154	28	70	3999	0	0	0	0	0	0	0	0	0	63.5764
56.5	0	55	15	61	1	9	1761	168	6	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	879	80	0	1	0	0	0	3	8	0	10	0	0	0	59	15	0	0	1204	0	0	0	109	0	0	0	0	0	16	152	31	68	3999	0	0	0	0	0	0	0	0	0	-16.0113
57	0	62	17	66	2	10	1739	187	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891	78	0	0	0	0	0	7	9	0	15	0	0	0	54	6	0	0	1204	0	0	0	105	0	0	0	0	0	13	151	34	64	3999	0	0	0	0	0	0	0	0	0	-47.8173
57.5	0	52	19	70	1	5	1728	176	7	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	885	89	0	0	0	0	0	7	1	0	22	0	0	0	61	9	0	0	1204	0	0	0	98	0	0	0	0	0	16	150	33	59	3999	0	0	0	0	0	0	0	0	0	70.0631
58	0	56	9	72	3	9	1725	174	8	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	899	96	0	1	0	0	0	2	7	0	16	1	0	0	56	9	0	0	1204	0	0	0	102	0	0	0	0	0	15	153	29	73	3999	0	0	0	0	0	0	0	0	0	-19.7568
58.5	0	52	9	72	2	7	1712	175	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	903	89	0	3	0	0	0	7	5	0	18	0	0	0	61	12	0	0	1204	0	0	0	98	1	0	0	0	0	19	153	26	66	3999	0	0	0	0	0	0	0	0	0	31.5057
59	0	60	16	64	1	6	1718	168	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	899	101	0	1	0	0	0	8	9	0	16	0	0	0	56	10	0	0	1204	0	0	0	102	1	0	0	0	0	18	152	29	63	3999	0	0	0	0	0	0	0	0	0	52.2029
59.5	0	65	16	65	2	8	1687	179	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	908	117	0	1	0	0	0	9	5	0	18	0	0	0	51	12	0	0	1204	0	0	0	101	0	0	0	0	0	18	150	30	63	3999	0	0	0	0	0	0	0	0	0	12.48
60	0	54	12	70	2	13	1688	184	7	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	887	126	0	0	0	0	0	5	6	0	17	0	0	0	59	10	0	0	1204	0	0	0	103	0	0	0	0	0	14	151	33	65	3999	0	0	0	0	0	0	0	0	0	-146.489
60.5	0	56	10	73	1	7	1709	171	8	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	887	122	0	1	0	0	0	5	5	0	13	0	0	0	56	11	0	0	1204	0	0	0	104	2	0	0	0	0	18	151	30	64	3999	0	0	0	0	0	0	0	0	0	35.7895
61	0	56	10	77	0	6	1732	173	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	869	114	0	3	0	0	0	10	5	0	14	0	0	0	59	8	0	0	1204	0	0	0	103	0	0	0	0	0	18	149	33	63	3999	0	0	0	0	0	0	0	0	0	57.4142
61.5	0	61	14	73	2	6	1724	183	4	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	870	110	0	2	0	0	0	7	4	0	22	0	0	0	55	7	0	0	1204	0	0	0	95	1	0	0	0	0	20	152	26	62	3999	0	0	0	0	0	0	0	0	0	52.0037
62	0	60	15	69	4	4	1706	197	6	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	887	105	0	2	0	0	0	4	3	0	17	0	0	0	54	9	0	0	1204	0	0	0	100	1	0	0	0	0	19	151	26	67	3999	0	0	0	0	0	0	0	0	0	78.9164
62.5	0	47	12	73	0	11	1674	193	5	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	911	98	0	4	0	0	0	6	4	0	10	0	0	0	68	11	0	0	1204	0	0	0	105	1	0	0	0	0	17	149	34	59	3999	0	0	0	0	0	0	0	0	0	-68.5176
63	0	63	15	67	4	6	1708	196	7	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	889	100	0	2	0	0	0	8	6	0	13	0	0	0	50	8	0	0	1204	0	0	0	104	1	0	0	0	0	13	146	37	60	3999	0	0	0	0	0	0	0	0	0	54.6254
63.5	0	59	15	69	2	10	1720	193	8	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	865	108	0	1	0	0	0	2	4	0	18	0	0	0	53	10	0	0	1204	0	0	0	101	0	0	0	0	0	17	149	32	61	3999	0	0	0	0	0	0	0	0	0	-39.3922
64	0	47	13	69	1	7	1702	205	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	872	101	0	0	0	0	0	4	7	0	17	0	0	0	67	10	0	0	1204	0	0	0	103	0	0	0	0	0	19	149	31	68	3999	0	0	0	0	0	0	0	0	0	37.5216
64.5	0	59	11	68	5	9	1685	197	8	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	909	98	0	2	0	0	0	6	4	0	15	0	0	0	53	12	0	0	1204	0	0	0	103	0	0	0	0	0	15	151	29	64	3999	0	0	0	0	0	0	0	0	0	-18.8664
65	0	52	19	67	2	8	1699	198	9	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	898	96	0	1	0	0	0	4	4	0	16	0	0	0	59	8	0	0	1204	0	0	0	103	0	0	0	0	0	17	147	34	69	3999	0	0	0	0	0	0	0	0	0	15.2982
65.5	0	50	15	70	1	5	1673	207	5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	914	88	0	1	0	0	0	7	5	0	15	0	0	0	65	9	0	0	1204	0	0	0	103	1	0	0	0	0	20	148	31	63	3999	0	0	0	0	0	0	0	0	0	76.1578
66	0	53	15	69	4	8	1697	194	10	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	905	88	0	2	0	0	0	5	6	0	20	0	0	0	57	6	0	0	1204	0	0	0	96	2	0	0	0	0	17	149	30	66	3999	0	0	0	0	0	0	0	0	0	12.8462
66.5	0	57	11	69	2	7	1699	193	5	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	897	93	0	3	0	0	0	4	6	0	14	1	0	0	58	12	0	0	1204	0	0	0	102	0	0	0	0	0	18	148	32	62	3999	0	0	0	0	0	0	0	0	0	36.9835
67	0	64	13	71	3	10	1704	200	5	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	897	96	0	2	0	0	0	7	3	0	16	0	0	0	51	10	0	0	1204	0	0	0	102	0	0	0	0	0	18	151	28	65	3999	0	0	0	0	0	0	0	0	0	-39.8807
67.5	0	59	15	68	0	12	1717	188	5	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	878	98	0	1	0	0	0	5	4	0	19	0	0	0	56	13	0	0	1204	0	0	0	99	1	0	0	0	0	22	151	27	60	3999	0	0	0	0	0	0	0	0	0	-90.977
68	0	53	11	64	7	17	1712	194	6	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	885	94	0	2	0	0	0	5	6	0	15	0	0	0	61	12	0	0	1204	0	0	0	102	1	0	0	0	0	13	150	30	68	3999	0	0	0	0	0	0	0	0	0	-309.926
68.5	0	56	16	68	0	9	1735	178	5	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	877	107	0	1	0	0	0	1	6	0	11	0	0	0	59	10	0	0	1204	0	0	0	107	1	0	0	0	0	17	146	37	70	3999	0	0	0	0	0	0	0	0	0	-6.36564
69	0	50	16	68	2	3	1705	185	8	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	892	99	0	3	0	0	0	7	3	0	11	0	0	0	62	11	0	0	1204	0	0	0	106	0	0	0	0	0	13	143	42	60	3999	0	0	0	0	0	0	0	0	0	106.498
69.5	0	59	8	67	5	8	1703	199	7	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	883	95	0	2	0	0	0	6	7	0	24	0	0	0	54	13	0	0	1204	0	0	0	94	0	0	0	0	0	13	149	33	68	3999	0	0	0	0	0	0	0	0	0	5.67502
70	0	55	5	71	3	7	1699	183	6	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	897	99	0	2	0	0	0	2	5	0	20	0	0	0	59	16	0	0	1204	0	0	0	98	0	0	0	0	0	18	151	28	67	3999	0	0	0	0	0	0	0	0	0	31.4248
70.5	0	63	9	75	2	6	1713	188	7	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	894	98	0	2	0	0	0	5	6	0	20	0	0	0	50	8	0	0	1204	0	0	0	98	0	0	0	0	0	20	151	27	67	3999	0	0	0	0	0	0	0	0	0	52.6006
71	0	53	14	76	0	7	1693	180	7	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	906	102	0	4	0	0	0	4	6	0	20	0	0	0	60	4	0	0	1204	0	0	0	95	1	0	0	0	0	23	155	22	63	3999	0	0	0	0	0	0	0	0	0	34.2149
71.5	0	51	10	75	4	6	1675	171	3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	922	112	0	0	0	0	0	8	5	0	21	0	0	0	66	6	0	0	1204	0	0	0	98	1	0	0	0	0	16	152	28	62	3999	0	0	0	0	0	0	0	0	0	46.8065
72	0	69	9	75	0	13	1690	175	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	926	112	0	2	0	0	0	6	4	0	10	1	0	0	50	12	0	0	1204	0	0	0	107	0	0	0	0	0	18	151	31	64	3999	0	0	0	0	0	0	0	0	0	-136.914
72.5	0	49	16	70	5	9	1705	165	11	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	112	0	1	0	0	0	6	6	0	12	0	0	0	60	3	0	0	1204	0	0	0	106	1	0	0	0	0	17	150	28	68	3999	0	0	0	0	0	0	0	0	0	-14.0886
73	0	53	10	74	1	8	1695	175	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	895	123	0	1	0	0	0	8	1	0	14	0	0	0	63	14	0	0	1204	0	0	0	104	1	0	0	0	0	21	149	29	66	3999	0	0	0	0	0	0	0	0	0	18.8838
73.5	0	58	12	70	4	11	1710	173	6	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	899	111	0	1	0	0	0	6	6	0	16	0	0	0	56	8	0	0	1204	0	0	0	102	1	0	0	0	0	18	153	25	67	3999	0	0	0	0	0	0	0	0	0	-69.159
74	0	47	13	71	4	8	1677	178	2	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	918	107	0	3	0	0	0	3	5	0	16	0	0	0	71	7	0	0	1204	0	0	0	101	0	0	0	0	0	19	151	26	65	3999	0	0	0	0	0	0	0	0	0	10.3624
74.5	0	64	13	75	0	7	1688	182	7	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	932	93	0	3	0	0	0	7	5	0	15	1	0	0	49	7	0	0	1204	0	0	0	101	0	0	0	0	0	23	149	28	63	3999	0	0	0	0	0	0	0	0	0	41.9583
75	0	55	13	73	3	8	1685	183	5	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	917	99	0	2	0	0	0	4	4	0	19	1	0	0	60	7	0	0	1204	0	0	0	98	0	0	0	0	0	20	149	28	63	3999	0	0	0	0	0	0	0	0	0	14.9586
75.5	0	51	12	73	1	8	1674	190	9	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	926	93	0	1	0	0	0	5	8	0	17	0	0	0	60	6	0	0	1204	0	0	0	101	1	0	0	0	0	20	147	32	65	3999	0	0	0	0	0	0	0	0	0	20.4212
76	0	52	8	73	1	6	1683	192	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	903	97	0	1	0	0	0	6	5	0	26	0	0	0	62	13	0	0	1204	0	0	0	92	1	0	0	0	0	22	145	32	69	3999	0	0	0	0	0	0	0	0	0	65.8258
76.5	0	59	8	72	3	12	1693	189	4	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	96	0	2	0	0	0	5	7	0	13	0	0	0	57	10	0	0	1204	0	0	0	105	0	0	0	0	0	17	145	35	64	3999	0	0	0	0	0	0	0	0	0	-100.295
77	0	55	11	66	6	13	1700	191	3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	897	89	0	3	0	0	0	7	6	0	20	0	0	0	62	11	0	0	1204	0	0	0	96	1	0	0	0	0	16	148	30	63	3999	0	0	0	0	0	0	0	0	0	-136.275
77.5	0	52	11	69	2	7	1709	180	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	905	89	0	1	0	0	0	7	6	0	14	1	0	0	61	12	0	0	1204	0	0	0	104	0	0	0	0	0	18	146	34	66	3999	0	0	0	0	0	0	0	0	0	39.898
78	0	54	15	70	2	5	1707	184	6	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	899	88	0	2	0	0	0	4	7	0	26	1	0	0	60	6	0	0	1204	0	0	0	91	0	0	0	0	0	17	145	36	67	3999	0	0	0	0	0	0	0	0	0	77.5233
78.5	0	52	15	66	2	6	1688	180	5	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	919	94	0	0	0	0	0	3	5	0	17	1	0	0	63	12	0	0	1204	0	0	0	102	0	0	0	0	0	17	144	37	65	3999	0	0	0	0	0	0	0	0	0	62.0264
