Time	AMP.ParticleNumber	CDK5.ParticleNumber	CK1.ParticleNumber	CK1P.ParticleNumber	CK1P_PP2B.ParticleNumber	Ca.ParticleNumber	D.ParticleNumber	D137.ParticleNumber	D137_CDK5.ParticleNumber	D137_PKA.ParticleNumber	D137_PP2C.ParticleNumber	D34.ParticleNumber	D34:137.ParticleNumber	D34:137_CDK5.ParticleNumber	D34:137_PP2B.ParticleNumber	D34:137_PP2C.ParticleNumber	D34:75.ParticleNumber	D34:75:137.ParticleNumber	D34:75:137_PP2A.ParticleNumber	D34:75:137_PP2ACa.ParticleNumber	D34:75:137_PP2AP.ParticleNumber	D34:75:137_PP2APCa.ParticleNumber	D34:75:137_PP2B.ParticleNumber	D34:75:137_PP2C.ParticleNumber	D34:75_CK1.ParticleNumber	D34:75_PP2A.ParticleNumber	D34:75_PP2ACa.ParticleNumber	D34:75_PP2AP.ParticleNumber	D34:75_PP2APCa.ParticleNumber	D34:75_PP2B.ParticleNumber	D34_CDK5.ParticleNumber	D34_CK1.ParticleNumber	D34_PP2B.ParticleNumber	D75.ParticleNumber	D75:137.ParticleNumber	D75:137_PKA.ParticleNumber	D75:137_PP2A.ParticleNumber	D75:137_PP2ACa.ParticleNumber	D75:137_PP2AP.ParticleNumber	D75:137_PP2APCa.ParticleNumber	D75:137_PP2C.ParticleNumber	D75_CK1.ParticleNumber	D75_PKA.ParticleNumber	D75_PP2A.ParticleNumber	D75_PP2ACa.ParticleNumber	D75_PP2AP.ParticleNumber	D75_PP2APCa.ParticleNumber	D_CDK5.ParticleNumber	D_CK1.ParticleNumber	D_PKA.ParticleNumber	Empty.ParticleNumber	PDE.ParticleNumber	PDEP.ParticleNumber	PDE_PKA.ParticleNumber	PKA.ParticleNumber	PP2A.ParticleNumber	PP2ACa.ParticleNumber	PP2ACa_PKA.ParticleNumber	PP2AP.ParticleNumber	PP2APCa.ParticleNumber	PP2A_PKA.ParticleNumber	PP2B.ParticleNumber	PP2Binactive.ParticleNumber	PP2BinactiveCa2.ParticleNumber	PP2C.ParticleNumber	R2C2.ParticleNumber	cAMP.ParticleNumber	cAMP2_R2C2.ParticleNumber	cAMP3_R2C2.ParticleNumber	cAMP4_R2.ParticleNumber	cAMP4_R2C.ParticleNumber	cAMP4_R2C2.ParticleNumber	cAMP_PDE.ParticleNumber	cAMP_PDEP.ParticleNumber	cAMP_R2C2.ParticleNumber	Ca.ParticleNumberRate
596.5	3895	55	13	71	3	10	1128	112	2	1	4	597	86	2	1	5	262	38	0	0	0	0	0	7	1	8	0	0	0	0	24	6	10	577	46	0	5	0	0	0	4	3	6	10	0	2	0	37	3	12	0	906	297	1	17	95	0	0	0	0	0	28	129	29	60	3976	0	0	0	18	1	0	0	0	4	-7.37939
597	3895	50	13	66	3	6	1117	105	3	0	7	589	87	5	2	2	272	43	0	0	0	0	0	1	3	5	0	0	0	0	17	3	16	579	55	0	3	0	0	0	3	4	9	5	0	1	0	45	8	10	0	907	295	2	14	102	0	0	1	0	3	19	129	31	67	3976	0	0	0	19	0	0	0	0	4	60.576
597.5	3895	60	13	67	1	8	1146	111	4	3	4	582	93	1	2	3	265	36	1	0	0	0	0	4	2	7	0	1	0	0	15	6	15	550	56	1	2	0	0	0	4	4	10	13	0	1	0	40	7	10	0	915	285	4	7	92	0	0	0	0	3	23	131	28	65	3977	1	0	0	19	0	0	0	0	3	27.3276
598	3896	52	12	71	3	11	1154	115	2	0	5	572	80	3	2	9	274	37	0	0	0	0	0	2	3	3	0	1	0	0	17	4	12	554	57	0	1	0	0	0	4	1	5	14	0	0	0	46	6	16	0	921	282	1	14	99	0	0	0	0	2	19	129	35	60	3977	0	0	0	19	0	0	0	0	3	-52.1518
598.5	3897	50	12	64	5	8	1147	119	5	1	1	556	90	3	2	3	278	34	1	0	0	0	0	2	3	4	0	0	0	0	26	6	10	570	61	0	0	0	0	0	5	4	4	9	0	1	0	36	6	12	0	925	276	3	16	103	0	0	0	0	2	20	126	37	69	3978	0	0	0	19	0	0	0	0	2	31.5335
599	3897	51	9	70	3	11	1144	118	5	1	3	567	77	3	2	4	281	40	0	0	0	0	0	2	1	7	0	0	0	0	22	4	10	563	62	0	0	0	0	0	3	5	8	11	0	0	0	39	8	9	0	925	274	5	15	100	0	0	2	0	0	23	131	31	68	3978	0	0	0	19	0	0	0	0	2	-45.4899
599.5	3898	52	10	71	3	7	1127	122	5	1	6	564	76	3	2	4	284	42	2	0	0	0	0	4	3	8	0	0	0	0	17	3	11	564	59	0	0	0	0	0	4	3	12	16	0	0	0	43	7	7	0	920	282	2	11	89	0	0	0	0	5	18	125	41	62	3979	0	0	0	19	0	0	0	0	1	53.9328
600	3898	48	16	67	1	12	1134	121	2	1	8	549	76	0	2	7	294	45	0	0	0	0	0	1	2	1	0	0	0	0	23	7	11	564	61	0	0	0	0	0	3	4	7	10	0	2	0	47	3	14	0	918	280	6	9	106	0	0	0	0	1	22	132	32	61	3979	0	0	0	19	0	0	0	0	1	-78.8283
600.5	3898	63	18	65	0	10	1133	121	1	1	8	539	85	3	1	7	291	39	2	0	0	0	0	2	3	6	0	0	0	1	19	4	13	580	63	0	1	0	0	0	0	2	9	13	0	0	0	34	8	10	0	929	273	2	16	98	0	0	0	0	0	24	131	30	63	3979	0	0	0	19	0	0	0	0	1	-16.1467
601	3898	47	23	59	4	15	1116	124	3	0	8	530	88	3	1	6	290	36	0	0	0	0	0	4	3	8	0	0	0	0	24	3	11	593	57	1	1	0	0	0	2	1	3	16	0	0	0	43	7	17	0	937	266	1	16	95	0	0	0	0	0	22	130	32	60	3980	1	0	0	19	0	0	0	0	0	-183.344
601.5	3898	51	23	54	5	9	1120	129	5	3	2	523	93	1	1	2	300	39	1	0	0	0	0	2	2	4	0	0	0	0	24	4	6	588	62	2	0	0	0	0	5	1	6	11	0	0	0	39	11	13	0	939	263	2	11	101	0	0	2	0	1	29	128	31	69	3979	0	0	0	19	0	0	0	0	1	20.7274
602	3898	47	15	59	1	7	1093	132	7	3	10	527	95	2	1	3	300	37	0	0	0	0	0	3	1	3	0	0	0	0	16	3	20	577	59	2	1	0	0	0	5	9	6	14	0	0	0	48	12	10	0	936	264	4	10	100	0	0	0	0	2	17	125	36	59	3979	0	0	0	18	1	0	0	0	1	45.9606
602.5	3898	57	17	65	0	6	1091	134	4	1	10	552	84	3	1	5	279	44	1	0	0	0	0	5	3	6	0	0	0	0	14	4	12	593	73	0	1	0	0	0	3	1	6	9	0	0	0	42	10	8	0	937	264	3	17	100	0	0	0	0	3	30	128	29	57	3979	0	0	0	19	0	0	0	0	1	79.9717
603	3898	59	12	60	1	9	1070	145	6	1	2	533	96	2	1	3	287	45	1	0	0	0	0	1	5	3	0	0	0	0	16	4	15	601	64	2	3	0	1	0	3	5	5	14	0	0	0	37	13	15	0	942	259	3	11	97	0	0	0	0	1	27	131	25	71	3979	0	0	0	19	0	0	0	0	1	11.4458
603.5	3898	63	14	58	2	6	1086	140	4	1	7	530	89	4	1	4	286	44	2	0	0	0	0	2	3	4	0	0	0	0	17	5	12	605	70	1	0	0	0	0	5	5	5	10	0	1	0	32	13	11	0	932	266	6	13	100	0	0	2	0	1	24	127	34	62	3979	0	0	0	19	0	0	0	0	1	75.1883
604	3898	58	20	58	5	11	1098	142	7	1	7	522	97	4	1	7	286	47	1	0	1	0	0	1	0	4	0	0	0	0	18	1	9	596	65	0	0	0	0	0	9	4	6	9	0	0	0	33	12	11	0	949	254	1	18	104	0	0	0	0	1	26	134	25	56	3979	0	0	0	19	0	0	0	0	1	-41.4878
604.5	3898	61	11	66	0	9	1106	139	3	3	7	515	97	3	2	4	287	47	0	0	0	0	0	2	2	4	0	0	0	0	25	2	11	595	75	1	1	0	0	0	3	6	7	8	0	0	0	28	13	3	0	951	251	2	21	106	0	0	0	0	1	24	129	34	64	3979	0	0	0	19	0	0	0	0	1	12.2515
605	3898	64	14	69	3	6	1110	143	4	0	5	521	100	1	2	3	288	44	0	0	0	0	0	4	1	7	0	0	0	0	15	4	13	579	73	4	2	0	0	0	5	4	5	11	0	0	0	36	5	10	0	944	257	3	14	98	0	0	0	0	2	23	131	28	63	3980	1	0	0	19	0	0	0	0	0	63.9757
605.5	3898	55	15	67	3	5	1112	130	8	1	12	533	93	5	2	4	272	48	0	0	0	0	0	5	2	6	0	0	0	0	16	1	6	583	72	1	4	0	0	0	5	7	10	10	0	0	0	36	5	10	0	944	258	2	11	96	0	0	1	0	3	28	129	32	54	3979	0	0	0	19	0	0	0	0	1	95.3736
606	3898	59	14	64	3	13	1141	127	5	2	5	501	98	4	2	5	286	46	2	0	0	0	0	0	1	2	0	0	0	0	19	4	13	574	78	2	2	0	0	0	4	5	4	13	0	0	0	33	9	12	0	946	255	3	14	98	0	0	2	0	1	27	135	20	66	3979	0	0	0	19	0	0	0	0	1	-95.216
606.5	3898	57	18	57	3	4	1116	134	3	1	11	514	103	5	2	6	271	41	0	0	0	0	0	3	4	5	0	0	0	0	15	3	11	585	72	1	1	0	0	0	6	5	7	10	0	2	0	40	10	12	0	941	262	1	15	101	0	0	0	0	1	26	129	29	54	3979	0	0	0	19	0	0	0	0	1	99.0621
607	3898	61	14	63	1	6	1136	135	4	2	7	517	104	3	3	7	259	43	1	0	0	0	0	1	3	4	0	0	0	0	21	4	10	585	71	0	1	0	1	0	1	10	7	13	0	0	0	31	5	10	0	924	276	4	14	100	0	0	0	0	0	26	129	31	64	3979	0	0	0	18	1	0	0	0	1	74.582
607.5	3899	53	23	56	2	10	1110	133	8	2	2	515	108	1	3	5	263	41	2	0	0	0	0	3	3	2	0	0	0	0	14	2	8	608	76	1	2	0	0	0	1	4	6	5	0	0	0	44	10	17	0	927	275	2	9	106	0	0	2	0	1	30	133	24	69	3980	0	0	0	19	0	0	0	0	0	-7.35631
608	3899	49	13	54	1	18	1118	130	9	0	7	506	103	3	4	6	261	46	2	0	0	0	0	3	1	2	0	0	0	0	13	11	10	590	73	2	1	0	0	0	5	6	9	13	0	0	0	46	14	5	0	935	265	4	16	100	0	0	0	0	2	24	131	30	59	3980	0	0	0	19	0	0	0	0	0	-303.023
608.5	3899	50	26	50	3	6	1099	135	12	1	8	514	96	3	4	7	249	52	0	0	0	0	0	1	2	8	0	0	0	0	18	7	17	609	74	2	1	0	0	0	4	3	3	10	0	0	0	37	9	14	0	939	264	1	16	100	0	0	0	0	1	21	131	24	60	3980	0	0	0	19	0	0	0	0	0	54.3541
609	3899	59	18	54	2	5	1108	146	4	2	10	508	97	4	4	7	267	44	1	0	0	0	0	3	3	3	0	0	0	0	16	4	14	583	75	1	3	0	0	0	6	7	8	10	0	0	0	37	12	12	0	943	258	3	11	100	1	0	1	0	1	24	130	26	54	3980	0	0	0	19	0	0	0	0	0	78.7108
609.5	3899	59	22	56	3	5	1107	156	2	1	5	501	104	3	4	4	278	43	0	0	0	0	0	3	2	6	0	0	0	0	19	5	6	592	74	3	1	0	0	0	4	4	5	14	0	0	0	37	8	8	0	939	262	3	16	96	1	0	0	0	2	24	125	38	64	3980	0	0	0	19	0	0	0	0	0	98.4451
610	3899	61	18	61	2	11	1105	157	2	2	12	495	99	2	4	8	273	50	1	0	0	0	0	1	1	13	0	0	0	0	16	5	9	583	75	0	0	0	0	0	7	2	9	11	1	1	0	39	11	5	0	942	260	2	19	90	0	0	2	0	1	22	129	34	52	3980	0	0	0	19	0	0	0	0	0	-46.1244
610.5	3899	57	15	64	2	9	1106	154	1	0	8	493	100	3	4	8	267	51	2	1	0	0	0	1	3	3	0	0	0	0	19	2	8	592	83	1	0	0	0	0	2	3	7	17	0	0	0	40	11	9	0	945	256	3	18	95	1	0	1	0	0	25	133	28	61	3980	0	0	0	19	0	0	0	0	0	9.53513
611	3899	53	22	59	1	7	1102	153	5	3	4	482	106	6	4	2	262	59	0	0	0	0	0	3	1	8	0	0	0	0	18	2	9	599	90	2	1	0	0	0	1	7	5	6	0	2	0	38	8	11	0	948	253	3	14	102	1	0	0	0	0	28	136	22	70	3980	0	0	0	19	0	0	0	0	0	49.3329
611.5	3899	53	22	59	3	9	1094	155	7	2	13	484	112	1	3	6	266	50	4	0	0	0	0	2	2	6	0	0	0	0	18	4	8	590	93	0	3	0	0	0	3	2	7	8	0	0	0	41	8	7	0	951	250	3	16	92	2	0	3	0	2	24	135	27	56	3980	0	0	0	18	1	0	0	0	0	6.98481
612	3899	57	22	54	2	10	1103	167	4	0	12	463	118	7	3	2	278	47	1	0	0	0	0	2	1	7	0	0	0	0	22	6	8	580	88	2	2	0	0	0	3	5	8	9	2	0	0	30	10	9	0	953	248	3	15	97	0	0	1	0	1	21	134	32	61	3980	0	0	0	19	0	0	0	0	0	-23.11
612.5	3899	60	14	54	0	11	1090	176	10	1	4	463	117	4	3	7	276	48	2	0	0	0	0	3	6	7	0	0	0	2	11	3	12	566	94	1	2	0	0	0	4	8	7	10	1	0	0	35	15	11	0	958	242	4	14	96	1	0	1	0	0	19	138	26	62	3980	0	0	0	19	0	0	0	0	0	-57.1333
613	3899	50	19	64	1	7	1093	183	13	0	7	462	109	6	3	7	279	58	0	0	0	0	0	0	2	10	0	0	0	0	14	3	7	555	100	1	3	0	0	0	5	4	8	13	0	0	0	37	7	10	0	958	244	2	15	91	1	0	0	0	2	21	134	34	61	3980	0	0	0	19	0	0	0	0	0	50.1709
613.5	3899	47	15	66	2	13	1117	173	7	2	7	464	112	6	2	3	279	52	1	0	0	0	0	2	2	4	0	1	0	0	22	1	6	553	106	0	1	0	0	0	5	5	4	8	0	0	0	38	9	7	0	957	242	5	18	102	1	0	0	0	2	20	136	34	63	3980	0	0	0	19	0	0	0	0	0	-120.3
614	3899	50	18	68	2	6	1098	177	8	1	14	470	110	4	3	6	276	49	2	0	0	0	0	3	2	6	0	0	0	0	15	1	6	572	93	0	2	0	0	0	6	3	8	3	0	0	0	43	6	12	0	951	250	3	10	101	1	0	1	0	4	25	140	24	51	3980	0	0	0	19	0	0	0	0	0	61.5633
614.5	3899	61	14	64	4	11	1100	184	8	4	8	469	110	0	4	7	275	53	0	0	0	0	0	2	2	5	0	0	0	0	11	3	7	567	92	1	2	0	0	0	4	6	3	14	0	1	0	40	7	10	0	957	245	2	16	97	0	0	0	0	1	21	141	23	59	3980	0	0	0	18	1	0	0	0	0	-56.1296
615	3899	53	18	60	3	9	1107	169	11	1	11	467	101	4	4	8	275	52	1	0	0	0	0	4	1	6	0	0	0	0	19	2	4	579	90	0	1	0	1	0	5	3	5	9	0	1	0	33	13	12	0	957	246	1	17	99	1	0	0	0	1	24	138	27	52	3980	0	0	0	18	1	0	0	0	0	4.63277
615.5	3899	52	15	65	0	10	1138	171	3	3	7	468	96	7	4	3	277	55	1	0	0	0	0	3	2	4	0	0	0	1	17	7	6	544	86	0	1	0	0	0	10	3	9	15	0	0	0	41	8	9	0	951	248	5	11	95	0	0	3	0	1	22	137	30	57	3980	0	0	0	19	0	0	0	0	0	-23.4556
616	3899	49	18	60	2	6	1135	178	6	1	7	471	92	4	4	6	268	62	0	0	0	0	0	3	4	8	0	0	0	0	20	2	9	545	87	1	3	0	0	0	2	5	7	9	0	1	0	41	9	9	0	948	251	5	14	98	0	0	0	0	1	19	137	29	62	3980	0	0	0	19	0	0	0	0	0	56.1889
616.5	3899	65	18	59	2	7	1119	176	3	1	5	466	101	3	4	7	279	57	0	0	0	0	0	4	1	3	0	0	0	0	17	6	8	566	86	1	2	0	0	0	8	0	7	12	0	0	0	32	14	11	0	946	254	4	13	102	0	0	0	0	1	21	138	27	56	3980	0	0	0	19	0	0	0	0	0	39.7391
617	3899	59	21	57	3	15	1107	167	8	1	8	489	96	4	4	4	267	64	0	0	0	0	0	3	2	4	0	0	0	0	15	3	6	573	89	1	1	0	0	0	5	8	8	11	0	1	0	34	6	10	0	947	253	4	11	100	0	0	0	0	3	19	140	28	60	3980	0	0	0	19	0	0	0	0	0	-194.888
617.5	3899	67	17	60	3	6	1107	162	3	0	8	498	101	5	4	1	267	64	0	0	0	0	0	1	3	4	0	0	0	0	13	3	5	572	94	1	0	0	0	0	3	5	9	12	0	0	0	32	9	13	0	957	245	2	12	103	0	0	0	0	1	21	139	28	67	3980	0	0	0	19	0	0	0	0	0	58.3775
618	3899	56	17	64	1	8	1106	165	4	0	9	489	95	3	4	6	270	64	1	0	0	0	0	3	2	4	0	0	0	0	15	4	12	562	93	0	4	0	0	0	8	8	11	5	0	0	0	42	4	6	0	963	239	2	19	103	0	0	3	0	0	16	138	29	54	3980	0	0	0	19	0	0	0	0	0	11.7609
618.5	3899	59	24	62	0	14	1095	154	5	0	11	495	90	0	4	8	262	66	2	0	0	0	0	2	2	7	0	0	0	0	21	5	5	589	103	0	3	0	0	0	3	0	10	4	0	0	0	35	7	11	0	954	247	3	12	102	0	0	0	0	2	21	138	32	56	3980	0	0	0	19	0	0	0	0	0	-156.149
619	3900	59	20	57	2	5	1081	153	5	0	5	487	107	3	4	5	274	58	0	0	0	0	0	4	3	5	0	0	0	0	11	4	6	593	106	2	1	0	0	0	3	4	7	6	0	0	0	42	10	10	0	957	246	1	15	106	0	0	1	0	1	21	137	30	63	3978	0	0	0	18	0	0	0	0	3	77.0813
619.5	3900	62	11	61	2	6	1068	159	7	2	2	482	110	0	4	3	276	51	2	0	0	0	0	7	4	2	0	0	0	0	13	6	9	606	97	0	4	0	0	0	7	6	3	9	0	0	0	38	10	12	0	948	252	4	14	102	0	0	0	0	1	19	138	28	61	3978	0	0	0	18	0	0	0	0	3	54.578
620	3901	62	17	58	3	8	1083	161	3	3	9	484	106	4	5	3	267	57	2	0	0	0	0	1	1	7	0	0	0	0	20	2	10	578	104	1	3	0	0	0	5	7	6	13	0	0	0	31	12	11	0	951	252	1	13	93	0	0	1	0	1	15	136	31	62	3979	0	0	0	18	0	0	0	0	2	12.381
620.5	3902	52	17	63	2	9	1104	148	10	1	6	482	103	3	5	7	279	59	3	0	0	0	0	3	3	2	0	0	0	0	21	3	3	570	102	1	3	0	0	0	5	4	5	11	0	0	0	34	8	11	0	963	239	2	16	101	0	0	0	0	0	24	139	27	59	3980	0	0	0	18	0	0	0	0	1	3.18009
621	3902	60	9	69	2	9	1104	152	3	2	3	478	104	6	6	3	288	56	2	0	0	0	0	2	1	2	0	0	0	0	11	4	8	573	96	1	2	0	0	0	4	4	7	13	0	0	0	40	11	13	0	966	236	2	11	99	0	0	2	0	0	18	139	27	68	3980	0	0	0	18	0	0	0	0	1	-8.81991
621.5	3902	51	12	70	3	4	1111	146	2	2	6	493	107	5	5	5	279	50	2	0	0	0	0	5	3	1	0	0	0	0	15	0	8	571	94	1	1	0	1	0	1	2	2	15	0	0	0	47	10	9	0	966	237	1	18	96	0	0	1	0	3	19	138	27	63	3980	0	0	0	18	0	0	0	0	1	80.8027
622	3902	54	15	68	1	12	1111	147	4	0	8	484	112	1	5	6	278	51	1	0	0	0	0	1	1	2	0	0	0	0	21	5	9	577	87	1	2	0	0	0	5	2	8	14	0	0	0	40	8	8	0	968	235	1	15	97	0	0	1	0	3	19	140	26	60	3980	0	0	0	18	0	0	0	0	1	-88.8552
622.5	3902	55	14	70	2	10	1128	151	5	4	9	476	107	2	5	5	278	54	0	0	0	0	0	1	2	5	0	0	0	0	22	3	8	579	77	2	0	0	0	0	6	3	3	10	0	0	0	36	6	12	0	968	236	0	13	101	1	0	1	0	2	19	141	25	59	3980	0	0	0	18	0	0	0	0	1	-32.4026
623	3902	48	12	73	2	6	1141	153	4	0	8	484	102	2	5	4	278	53	0	0	0	0	0	1	1	3	0	0	0	0	24	3	6	570	71	2	4	0	0	0	5	3	5	8	1	0	0	42	6	10	0	967	234	3	16	101	1	0	2	0	0	18	137	32	62	3980	0	0	0	18	0	0	0	0	1	59.3921
623.5	3902	43	8	79	1	18	1135	147	4	1	14	494	99	5	5	4	265	45	2	0	0	0	0	4	1	3	1	0	0	0	20	3	7	577	76	0	2	0	0	0	3	4	3	9	0	0	0	48	4	14	0	964	234	6	11	101	1	0	0	0	1	20	143	24	55	3980	0	0	0	18	0	0	0	0	1	-311.308
624	3902	53	13	71	6	9	1128	149	6	0	4	509	98	5	5	4	255	47	1	0	0	0	0	3	2	2	0	0	0	0	21	2	6	591	75	1	1	0	1	0	3	2	5	16	0	1	0	35	4	17	0	964	236	4	8	96	1	0	0	0	1	17	141	25	66	3980	0	0	0	18	0	0	0	0	1	-12.0182
624.5	3902	49	12	73	2	9	1115	153	4	1	3	522	97	5	5	5	257	45	0	0	0	0	0	1	1	3	0	0	0	0	16	3	4	592	77	0	1	0	0	0	3	1	9	12	0	0	0	46	8	10	0	971	230	3	10	100	0	0	1	0	3	17	136	36	68	3980	0	0	0	18	0	0	0	0	1	-3.54064
625	3902	60	10	76	1	10	1129	137	8	1	6	517	99	2	5	4	258	42	0	0	1	0	0	1	1	3	0	0	0	0	16	4	10	597	79	0	2	0	0	0	5	3	4	15	0	0	0	34	5	11	0	970	228	6	13	98	0	0	0	0	1	16	141	27	64	3980	0	0	0	18	0	0	0	0	1	-38.6982
625.5	3902	63	8	72	1	10	1130	143	5	1	6	518	94	4	4	6	269	38	0	0	0	0	0	1	0	3	0	0	0	0	14	4	6	587	77	2	2	0	0	0	7	5	4	15	0	0	0	34	10	10	0	976	225	3	15	98	0	0	1	0	1	18	140	31	60	3980	0	0	0	18	0	0	0	0	1	-32.7678
626	3903	57	14	66	0	11	1138	141	6	0	7	494	97	1	5	6	276	34	2	0	0	0	0	2	1	5	0	0	0	0	24	5	7	590	74	0	2	0	0	0	5	2	8	14	0	0	0	32	12	9	0	982	219	3	14	96	0	0	0	0	1	17	144	27	60	3981	0	0	0	17	1	0	0	0	0	-66.1352
626.5	3903	51	10	71	1	7	1133	142	4	1	7	506	98	1	4	5	269	32	1	0	0	0	0	1	3	8	0	0	0	0	24	2	6	587	81	1	0	0	0	0	4	5	9	4	0	1	0	40	8	12	0	991	213	0	11	102	0	0	2	0	2	19	142	28	63	3981	0	0	0	18	0	0	0	0	0	35.8429
627	3903	47	7	72	3	9	1142	127	7	0	7	523	88	5	5	5	265	33	0	0	0	0	0	3	1	4	0	1	0	0	19	4	5	587	79	1	0	0	0	0	3	6	7	11	1	0	0	42	7	11	0	993	209	2	13	101	0	0	0	0	2	16	142	29	62	3981	0	0	0	18	0	0	0	0	0	-12.8402
627.5	3903	55	7	75	1	11	1149	126	4	0	5	521	96	2	6	3	265	33	0	0	0	0	0	2	3	2	0	0	0	0	19	3	9	591	76	2	3	0	0	0	3	3	5	9	0	0	0	40	8	11	0	983	215	6	12	105	1	0	0	0	0	16	143	25	67	3981	0	0	0	18	0	0	0	0	0	-66.4971
628	3903	67	12	73	2	9	1133	126	3	1	8	542	96	0	7	2	266	34	0	0	0	0	0	1	1	5	0	0	0	0	15	3	8	592	72	0	2	0	0	0	6	2	7	13	0	0	0	35	7	12	0	991	211	2	12	95	1	0	2	0	2	15	143	25	63	3981	0	0	0	18	0	0	0	0	0	-16.9146
628.5	3903	57	9	75	2	8	1130	118	3	1	7	523	96	2	8	3	276	32	0	0	0	0	0	5	2	5	0	0	0	0	22	0	8	608	67	0	3	0	0	0	1	3	6	12	0	0	0	36	9	13	0	985	216	3	11	97	0	0	1	0	2	14	145	23	64	3981	0	0	0	18	0	0	0	0	0	-0.335445
629	3903	61	11	71	1	4	1133	122	3	1	7	505	87	3	7	7	288	44	0	0	0	0	0	0	0	6	0	0	0	0	16	4	8	617	62	0	1	0	0	0	2	4	7	7	0	1	0	37	9	11	0	981	220	3	14	103	0	0	2	0	0	16	140	28	64	3981	0	0	0	18	0	0	0	0	0	76.3509
629.5	3903	56	19	74	0	10	1113	126	1	0	9	517	85	5	5	4	283	42	1	0	0	0	0	2	1	8	0	0	0	0	19	0	7	632	61	0	1	0	0	0	4	1	5	13	0	0	0	39	5	10	0	980	222	2	18	97	0	0	0	0	0	20	144	24	61	3981	0	0	0	17	1	0	0	0	0	-33.386
630	3903	53	13	75	2	9	1129	123	6	0	4	513	87	5	5	4	290	41	0	0	0	0	0	0	0	4	0	1	0	0	18	3	8	606	68	0	0	0	0	0	4	2	6	17	0	1	0	38	5	11	0	974	225	5	14	95	0	0	2	0	0	12	139	34	68	3981	0	0	0	18	0	0	0	0	0	-16.1886
630.5	3903	59	13	78	2	11	1154	110	5	0	8	525	87	5	5	4	277	36	1	0	0	0	0	3	1	7	0	0	0	0	18	1	6	597	68	1	0	0	0	0	6	3	7	14	0	1	0	33	2	14	0	983	220	1	13	95	0	0	2	0	0	15	144	28	59	3981	0	0	0	18	0	0	0	0	0	-70.1408
631	3903	65	7	80	0	4	1149	106	4	1	7	529	79	2	6	9	275	40	0	0	0	0	0	2	2	3	0	0	0	0	16	3	7	613	66	1	0	1	0	0	6	2	9	14	0	0	0	33	6	8	0	981	219	4	13	101	0	0	1	0	0	17	142	28	56	3981	0	0	0	18	0	0	0	0	0	78.1784
631.5	3903	56	9	75	1	12	1124	106	2	0	7	542	76	6	6	2	276	37	0	0	0	0	0	1	1	5	0	0	0	0	17	1	5	627	64	2	1	0	0	0	6	7	5	14	0	0	0	39	6	14	0	981	222	1	14	97	1	0	2	0	0	17	144	27	64	3981	0	0	0	18	0	0	0	0	0	-95.4181
632	3903	47	12	74	1	6	1131	103	9	1	4	529	72	1	6	2	282	41	1	0	0	0	0	1	0	7	0	0	0	0	17	3	7	634	64	3	1	0	0	0	1	3	4	9	0	0	0	46	7	10	0	976	225	3	14	99	1	0	1	0	1	15	144	27	72	3981	0	0	0	18	0	0	0	0	0	44.9864
632.5	3903	53	12	73	1	12	1135	114	3	1	10	532	75	0	5	6	285	43	0	0	0	0	0	0	2	1	0	0	0	0	19	2	5	609	64	1	1	0	0	0	4	4	8	9	0	0	0	45	6	10	0	979	222	3	12	108	0	0	0	0	1	16	141	32	60	3981	0	0	0	18	0	0	0	0	0	-97.9835
633	3903	55	12	74	1	7	1153	110	5	2	4	516	79	3	4	2	286	42	1	0	0	0	0	1	2	6	0	0	0	0	21	1	5	608	68	1	1	0	0	0	9	2	4	10	0	0	0	36	8	9	0	978	222	4	16	102	0	0	0	0	0	16	138	36	64	3981	0	0	0	18	0	0	0	0	0	40.4431
633.5	3903	60	9	77	0	9	1142	103	1	1	9	515	81	3	4	5	290	37	0	0	0	0	0	2	3	4	0	1	0	0	18	1	3	622	72	0	2	0	0	0	5	5	7	10	0	0	0	38	5	10	0	981	222	1	14	101	0	0	0	0	2	21	144	28	59	3981	0	0	0	17	1	0	0	0	0	-4.39349
634	3903	63	11	75	2	4	1163	99	3	0	5	521	86	3	3	5	288	33	1	0	0	0	0	0	1	4	0	0	0	0	16	1	7	617	72	1	0	0	0	0	2	3	6	6	0	0	0	35	7	11	0	976	226	2	14	106	0	0	1	0	2	13	140	35	68	3981	0	0	0	18	0	0	0	0	0	82.4953
634.5	3903	48	11	74	2	6	1149	99	2	0	9	509	87	3	3	4	290	32	0	0	0	0	0	1	2	5	0	0	0	0	22	6	7	618	63	0	1	0	0	0	7	2	6	12	0	0	0	45	3	12	0	959	240	5	12	100	0	0	1	0	1	16	140	32	59	3981	0	0	0	18	0	0	0	0	0	53.8005
635	3903	54	10	81	1	10	1130	96	9	2	4	519	80	2	3	6	299	31	0	0	0	0	0	3	0	6	0	0	0	0	17	1	6	645	61	0	2	0	1	0	2	4	10	10	0	0	0	38	3	9	0	954	247	3	11	99	1	0	0	0	1	20	145	25	65	3981	0	0	0	18	0	0	0	0	0	-32.5986
635.5	3903	54	12	78	1	9	1114	92	6	1	6	535	83	0	3	0	291	33	0	0	0	0	0	4	1	6	0	0	0	0	18	2	4	660	63	1	2	0	0	0	1	2	5	7	1	0	0	42	4	12	0	956	246	2	13	100	0	0	2	0	2	20	143	29	69	3981	0	0	0	18	0	0	0	0	0	-5.28987
