time, D, CDK5, D_CDK5, D75, CK1, D_CK1, D137, PKA, D_PKA, D34, D34_CDK5, D34_CK1, PP2B, D34_PP2B, D34_75, D34_137, D75CK1, D75_PKA, PP2A, D75_PP2A, PP2AP, D75_PP2AP, D75_137, D137_CDK5, D137_PKA, D137_PP2C, PP2C, D34_75_CK1, D34_137_CDK5, D34_75_137, D75_137_PKA, D34_75_PP2B, D34_137_PP2B, D34_75_137_PP2B, D34_75_PP2A, D75_137_PP2A, D34_75_137_PP2A, D34_75_PP2AP, D75_137_PP2AP, D34_75_137_PP2AP, D34_137_PP2C, D75_137_PP2C, PDE, PP2Binactive, D34_75_137_PP2C, CK1P, CK1P_PP2B, PDE_PKA, PDEP, PP2A_PKA, Ca, PP2BinactiveCa2, R2C2, cAMP, cAMP_R2C2, cAMP2_R2C2, cAMP3_R2C2, cAMP4_R2C2, cAMP4_R2C, cAMP4_R2, cAMP_PDE, AMP, cAMP_PDEP, PP2ACa, D34_75_PP2ACa, D34_75_137_PP2ACa, D75_PP2ACa, D75_137_PP2ACa, D34_75_PP2APCa, PP2APCa, D34_75_137_PP2APCa, D75_PP2APCa, D75_137_PP2APCa, PP2ACa_PKA, 
15, 3.00558e-06, 1.16238e-07, 7.97059e-08, 1.57585e-06, 1.82659e-08, 4.98162e-09, 1.67714e-07, 0, 0, 0, 0, 0, 1.16238e-08, 0, 0, 0, 6.64216e-09, 0, 1.67714e-07, 2.82292e-08, 0, 0, 9.29902e-08, 3.32108e-09, 0, 8.3027e-09, 1.17898e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.64216e-09, 1.99929e-06, 2.62365e-07, 0, 1.32843e-07, 3.32108e-09, 0, 0, 0, 1.16238e-08, 5.47978e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
15.5, 3.0338e-06, 9.79718e-08, 9.79718e-08, 1.53434e-06, 6.64216e-09, 9.96323e-09, 1.57751e-07, 0, 0, 0, 0, 0, 2.32475e-08, 0, 0, 0, 4.98162e-09, 0, 1.69375e-07, 2.32475e-08, 0, 0, 1.01293e-07, 3.32108e-09, 0, 6.64216e-09, 1.21219e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 4.98162e-09, 1.99929e-06, 2.73989e-07, 0, 1.41146e-07, 3.32108e-09, 0, 0, 0, 8.3027e-09, 3.15502e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.98162e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
16, 3.05871e-06, 9.13296e-08, 1.02953e-07, 1.49947e-06, 9.96323e-09, 1.82659e-08, 1.39485e-07, 0, 0, 0, 0, 0, 1.99265e-08, 0, 0, 0, 3.32108e-09, 0, 1.67714e-07, 2.49081e-08, 0, 0, 1.07935e-07, 4.98162e-09, 0, 6.64216e-09, 1.16238e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 9.96323e-09, 1.99929e-06, 2.67347e-07, 0, 1.34504e-07, 0, 0, 0, 0, 8.3027e-09, 4.48346e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 0, 0, 
16.5, 3.02218e-06, 8.96691e-08, 1.06274e-07, 1.54596e-06, 9.96323e-09, 1.66054e-08, 1.56091e-07, 0, 0, 0, 0, 0, 1.82659e-08, 0, 0, 0, 1.66054e-09, 0, 1.74357e-07, 1.66054e-08, 0, 0, 9.46507e-08, 3.32108e-09, 0, 6.64216e-09, 1.19559e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 6.64216e-09, 1.99929e-06, 2.67347e-07, 0, 1.36164e-07, 1.66054e-09, 0, 0, 0, 8.3027e-09, 4.48346e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.98162e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
17, 3.01388e-06, 1.02953e-07, 9.29902e-08, 1.55759e-06, 9.96323e-09, 9.96323e-09, 1.49449e-07, 0, 0, 0, 0, 0, 1.32843e-08, 0, 0, 0, 6.64216e-09, 0, 1.61072e-07, 3.48713e-08, 0, 0, 9.29902e-08, 3.32108e-09, 0, 1.16238e-08, 1.16238e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.98162e-09, 1.99929e-06, 2.65686e-07, 0, 1.36164e-07, 3.32108e-09, 0, 0, 0, 1.16238e-08, 4.98162e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 0, 0, 
17.5, 2.98731e-06, 9.79718e-08, 9.13296e-08, 1.58249e-06, 8.3027e-09, 1.82659e-08, 1.5277e-07, 0, 0, 0, 0, 0, 1.16238e-08, 0, 0, 0, 1.66054e-09, 0, 1.61072e-07, 3.65319e-08, 0, 0, 8.96691e-08, 9.96323e-09, 0, 4.98162e-09, 1.2454e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 3.32108e-09, 1.99929e-06, 2.60705e-07, 0, 1.36164e-07, 1.66054e-09, 0, 0, 0, 1.16238e-08, 5.81189e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
18, 2.93583e-06, 7.97059e-08, 1.14577e-07, 1.61903e-06, 9.96323e-09, 1.49449e-08, 1.44467e-07, 0, 0, 0, 0, 0, 1.82659e-08, 0, 0, 0, 6.64216e-09, 0, 1.72696e-07, 2.65686e-08, 0, 0, 9.79718e-08, 4.98162e-09, 0, 9.96323e-09, 1.17898e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.98162e-09, 1.99929e-06, 2.64026e-07, 0, 1.34504e-07, 0, 0, 0, 0, 1.66054e-08, 4.98162e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
18.5, 2.95078e-06, 7.30637e-08, 1.19559e-07, 1.59578e-06, 1.16238e-08, 9.96323e-09, 1.49449e-07, 0, 0, 0, 0, 0, 1.49449e-08, 0, 0, 0, 6.64216e-09, 0, 1.61072e-07, 3.65319e-08, 0, 0, 8.96691e-08, 6.64216e-09, 0, 8.3027e-09, 1.19559e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 4.98162e-09, 1.99929e-06, 2.67347e-07, 0, 1.31183e-07, 6.64216e-09, 0, 0, 0, 1.49449e-08, 4.3174e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
19, 2.92919e-06, 9.46507e-08, 9.96323e-08, 1.62567e-06, 1.49449e-08, 1.66054e-08, 1.5277e-07, 0, 0, 0, 0, 0, 2.98897e-08, 0, 0, 0, 8.3027e-09, 0, 1.64393e-07, 3.48713e-08, 0, 0, 9.63113e-08, 4.98162e-09, 0, 9.96323e-09, 1.21219e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 1.99929e-06, 2.69007e-07, 0, 1.26201e-07, 0, 0, 0, 0, 1.32843e-08, 3.32108e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
19.5, 2.90428e-06, 8.46875e-08, 1.12917e-07, 1.63397e-06, 1.66054e-08, 1.82659e-08, 1.61072e-07, 0, 0, 0, 0, 0, 2.65686e-08, 0, 0, 0, 1.49449e-08, 0, 1.69375e-07, 2.98897e-08, 0, 0, 9.63113e-08, 1.66054e-09, 0, 3.32108e-09, 1.26201e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 1.99929e-06, 2.64026e-07, 0, 1.16238e-07, 0, 0, 0, 0, 9.96323e-09, 4.15135e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
20, 2.9458e-06, 1.02953e-07, 8.96691e-08, 1.60242e-06, 2.65686e-08, 1.49449e-08, 1.74357e-07, 0, 0, 0, 0, 0, 2.65686e-08, 0, 0, 0, 9.96323e-09, 0, 1.64393e-07, 3.32108e-08, 0, 0, 9.13296e-08, 6.64216e-09, 0, 6.64216e-09, 1.2288e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 3.32108e-09, 1.99929e-06, 2.72328e-07, 0, 1.11256e-07, 3.32108e-09, 0, 0, 0, 1.82659e-08, 2.98897e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
20.5, 2.94414e-06, 9.79718e-08, 9.46507e-08, 1.57419e-06, 1.82659e-08, 1.16238e-08, 1.79338e-07, 0, 0, 0, 0, 0, 2.82292e-08, 0, 0, 0, 1.99265e-08, 0, 1.67714e-07, 2.82292e-08, 0, 0, 1.06274e-07, 6.64216e-09, 0, 9.96323e-09, 1.21219e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 1.66054e-09, 1.99929e-06, 2.62365e-07, 0, 1.16238e-07, 0, 0, 0, 0, 3.32108e-09, 4.15135e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
21, 2.91425e-06, 1.12917e-07, 7.97059e-08, 1.59578e-06, 1.49449e-08, 1.99265e-08, 2.04246e-07, 0, 0, 0, 0, 0, 2.32475e-08, 0, 0, 0, 1.49449e-08, 0, 1.77678e-07, 2.1587e-08, 0, 0, 1.04614e-07, 6.64216e-09, 0, 8.3027e-09, 1.14577e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.96323e-09, 1.99929e-06, 2.67347e-07, 0, 1.11256e-07, 4.98162e-09, 0, 0, 0, 2.32475e-08, 3.65319e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
21.5, 2.87771e-06, 9.96323e-08, 9.46507e-08, 1.63065e-06, 3.32108e-08, 1.16238e-08, 1.97604e-07, 0, 0, 0, 0, 0, 2.49081e-08, 0, 0, 0, 4.98162e-09, 0, 1.71036e-07, 2.82292e-08, 0, 0, 1.06274e-07, 4.98162e-09, 0, 1.49449e-08, 1.09596e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.3027e-09, 1.99929e-06, 2.64026e-07, 0, 1.11256e-07, 4.98162e-09, 0, 0, 0, 1.66054e-08, 3.81924e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
22, 2.88934e-06, 9.96323e-08, 9.13296e-08, 1.61238e-06, 1.49449e-08, 1.82659e-08, 1.97604e-07, 0, 0, 0, 0, 0, 2.98897e-08, 0, 0, 0, 6.64216e-09, 0, 1.74357e-07, 2.49081e-08, 0, 0, 1.16238e-07, 8.3027e-09, 0, 8.3027e-09, 1.17898e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.64216e-09, 1.99929e-06, 2.67347e-07, 0, 1.26201e-07, 0, 0, 0, 0, 1.66054e-08, 3.48713e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
22.5, 2.86111e-06, 8.3027e-08, 1.06274e-07, 1.60076e-06, 1.99265e-08, 1.82659e-08, 2.02586e-07, 0, 0, 0, 0, 0, 2.32475e-08, 0, 0, 0, 1.16238e-08, 0, 1.71036e-07, 2.82292e-08, 0, 0, 1.21219e-07, 9.96323e-09, 0, 1.16238e-08, 1.12917e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.3027e-09, 1.99929e-06, 2.55723e-07, 0, 1.14577e-07, 1.66054e-09, 0, 0, 0, 1.99265e-08, 5.14767e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
23, 2.83288e-06, 8.6348e-08, 1.06274e-07, 1.5991e-06, 1.16238e-08, 2.65686e-08, 2.27494e-07, 0, 0, 0, 0, 0, 3.15502e-08, 0, 0, 0, 9.96323e-09, 0, 1.66054e-07, 3.15502e-08, 0, 0, 1.12917e-07, 6.64216e-09, 0, 1.99265e-08, 1.07935e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 4.98162e-09, 1.99929e-06, 2.62365e-07, 0, 1.14577e-07, 3.32108e-09, 0, 0, 0, 1.49449e-08, 3.48713e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
23.5, 2.8445e-06, 8.96691e-08, 1.02953e-07, 1.57751e-06, 1.66054e-08, 1.66054e-08, 2.4576e-07, 0, 0, 0, 0, 0, 2.98897e-08, 0, 0, 0, 9.96323e-09, 0, 1.57751e-07, 3.98529e-08, 0, 0, 1.2288e-07, 6.64216e-09, 0, 8.3027e-09, 1.21219e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 3.32108e-09, 1.99929e-06, 2.55723e-07, 0, 1.17898e-07, 4.98162e-09, 0, 0, 0, 9.96323e-09, 4.15135e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
24, 2.84782e-06, 9.46507e-08, 8.80086e-08, 1.58083e-06, 1.82659e-08, 1.16238e-08, 2.52402e-07, 0, 0, 0, 0, 0, 2.82292e-08, 0, 0, 0, 8.3027e-09, 0, 1.59412e-07, 3.48713e-08, 0, 0, 1.17898e-07, 1.66054e-08, 0, 9.96323e-09, 1.16238e-07, 0, 0, 0, 0, 0, 0, 0, 0, 4.98162e-09, 0, 0, 0, 0, 0, 6.64216e-09, 1.99929e-06, 2.59044e-07, 0, 1.2288e-07, 4.98162e-09, 0, 0, 0, 1.49449e-08, 3.98529e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
24.5, 2.86277e-06, 8.96691e-08, 1.02953e-07, 1.536e-06, 9.96323e-09, 1.16238e-08, 2.73989e-07, 0, 0, 0, 0, 0, 2.32475e-08, 0, 0, 0, 8.3027e-09, 0, 1.66054e-07, 3.32108e-08, 0, 0, 1.34504e-07, 6.64216e-09, 0, 4.98162e-09, 1.2288e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.98162e-09, 1.99929e-06, 2.54062e-07, 0, 1.32843e-07, 3.32108e-09, 0, 0, 0, 8.3027e-09, 5.14767e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 2.87273e-06, 9.96323e-08, 9.46507e-08, 1.53102e-06, 1.32843e-08, 1.66054e-08, 2.64026e-07, 0, 0, 0, 0, 0, 2.49081e-08, 0, 0, 0, 3.32108e-09, 0, 1.59412e-07, 3.15502e-08, 0, 0, 1.29522e-07, 4.98162e-09, 0, 1.82659e-08, 1.09596e-07, 0, 0, 0, 0, 0, 0, 0, 0, 8.3027e-09, 0, 0, 0, 0, 0, 4.98162e-09, 1.99929e-06, 2.54062e-07, 0, 1.32843e-07, 0, 0, 0, 0, 1.49449e-08, 5.31372e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25.5, 2.88768e-06, 1.09596e-07, 8.46875e-08, 1.52604e-06, 1.49449e-08, 1.99265e-08, 2.69007e-07, 0, 0, 0, 0, 0, 1.99265e-08, 0, 0, 0, 4.98162e-09, 0, 1.61072e-07, 3.65319e-08, 0, 0, 1.29522e-07, 4.98162e-09, 0, 1.16238e-08, 1.17898e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 3.32108e-09, 1.99929e-06, 2.54062e-07, 0, 1.2288e-07, 3.32108e-09, 0, 0, 0, 1.32843e-08, 5.47978e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
26, 2.84118e-06, 8.96691e-08, 1.02953e-07, 1.56755e-06, 2.32475e-08, 1.16238e-08, 2.50741e-07, 0, 0, 0, 0, 0, 1.99265e-08, 0, 0, 0, 4.98162e-09, 0, 1.66054e-07, 2.98897e-08, 0, 0, 1.34504e-07, 6.64216e-09, 0, 2.1587e-08, 1.06274e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 4.98162e-09, 1.99929e-06, 2.59044e-07, 0, 1.2454e-07, 1.66054e-09, 0, 0, 0, 1.32843e-08, 5.14767e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
26.5, 2.85779e-06, 7.63848e-08, 1.09596e-07, 1.53932e-06, 1.99265e-08, 1.16238e-08, 2.4576e-07, 0, 0, 0, 0, 0, 2.1587e-08, 0, 0, 0, 1.16238e-08, 0, 1.67714e-07, 2.82292e-08, 0, 0, 1.36164e-07, 1.32843e-08, 0, 1.49449e-08, 1.09596e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 8.3027e-09, 1.99929e-06, 2.65686e-07, 0, 1.14577e-07, 8.3027e-09, 0, 0, 0, 1.99265e-08, 3.65319e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
27, 2.84616e-06, 1.04614e-07, 9.13296e-08, 1.57419e-06, 1.99265e-08, 1.16238e-08, 2.65686e-07, 0, 0, 0, 0, 0, 3.65319e-08, 0, 0, 0, 8.3027e-09, 0, 1.74357e-07, 2.32475e-08, 0, 0, 1.27862e-07, 3.32108e-09, 0, 1.82659e-08, 1.06274e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 8.3027e-09, 1.99929e-06, 2.67347e-07, 0, 1.2454e-07, 1.66054e-09, 0, 0, 0, 8.3027e-09, 2.65686e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
27.5, 2.83786e-06, 8.80086e-08, 1.04614e-07, 1.56091e-06, 1.16238e-08, 1.66054e-08, 2.44099e-07, 0, 0, 0, 0, 0, 2.32475e-08, 0, 0, 0, 1.32843e-08, 0, 1.61072e-07, 3.81924e-08, 0, 0, 1.32843e-07, 6.64216e-09, 0, 1.66054e-08, 1.07935e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.3027e-09, 1.99929e-06, 2.50741e-07, 0, 1.2454e-07, 0, 0, 0, 0, 1.49449e-08, 5.81189e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
28, 2.82956e-06, 7.63848e-08, 1.16238e-07, 1.56921e-06, 1.49449e-08, 1.66054e-08, 2.50741e-07, 0, 0, 0, 0, 0, 2.1587e-08, 0, 0, 0, 6.64216e-09, 0, 1.76017e-07, 2.1587e-08, 0, 0, 1.41146e-07, 6.64216e-09, 0, 1.49449e-08, 1.12917e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 4.98162e-09, 1.99929e-06, 2.4742e-07, 0, 1.2288e-07, 4.98162e-09, 0, 0, 0, 8.3027e-09, 5.81189e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
28.5, 2.84616e-06, 9.13296e-08, 8.6348e-08, 1.58914e-06, 1.49449e-08, 1.82659e-08, 2.49081e-07, 0, 0, 0, 0, 0, 2.65686e-08, 0, 0, 0, 3.32108e-09, 0, 1.72696e-07, 2.32475e-08, 0, 0, 1.17898e-07, 2.1587e-08, 0, 9.96323e-09, 1.11256e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 1.16238e-08, 1.99929e-06, 2.52402e-07, 0, 1.26201e-07, 3.32108e-09, 0, 0, 0, 1.99265e-08, 4.98162e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 0, 0, 
29, 2.82292e-06, 9.63113e-08, 9.63113e-08, 1.58249e-06, 9.96323e-09, 1.66054e-08, 2.65686e-07, 0, 0, 0, 0, 0, 3.32108e-08, 0, 0, 0, 9.96323e-09, 0, 1.69375e-07, 2.65686e-08, 0, 0, 1.29522e-07, 6.64216e-09, 0, 1.49449e-08, 1.12917e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 4.98162e-09, 1.99929e-06, 2.52402e-07, 0, 1.2454e-07, 4.98162e-09, 0, 0, 0, 1.49449e-08, 4.15135e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
29.5, 2.8279e-06, 9.13296e-08, 1.01293e-07, 1.57585e-06, 1.66054e-08, 1.16238e-08, 2.75649e-07, 0, 0, 0, 0, 0, 3.65319e-08, 0, 0, 0, 4.98162e-09, 0, 1.71036e-07, 2.82292e-08, 0, 0, 1.21219e-07, 6.64216e-09, 0, 1.49449e-08, 1.06274e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16238e-08, 1.99929e-06, 2.52402e-07, 0, 1.29522e-07, 3.32108e-09, 0, 0, 0, 1.82659e-08, 3.98529e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
30, 2.82458e-06, 8.3027e-08, 1.06274e-07, 1.57751e-06, 1.32843e-08, 1.32843e-08, 2.55723e-07, 0, 0, 0, 0, 0, 3.32108e-08, 0, 0, 0, 9.96323e-09, 0, 1.64393e-07, 3.32108e-08, 0, 0, 1.2288e-07, 9.96323e-09, 0, 1.66054e-08, 1.07935e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 8.3027e-09, 1.99929e-06, 2.44099e-07, 0, 1.2454e-07, 4.98162e-09, 0, 0, 0, 9.96323e-09, 4.98162e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
30.5, 2.83122e-06, 7.30637e-08, 1.17898e-07, 1.56589e-06, 2.65686e-08, 1.16238e-08, 2.60705e-07, 0, 0, 0, 0, 0, 2.98897e-08, 0, 0, 0, 3.32108e-09, 0, 1.59412e-07, 3.48713e-08, 0, 0, 1.19559e-07, 8.3027e-09, 0, 1.66054e-08, 1.11256e-07, 0, 0, 0, 0, 0, 0, 0, 0, 4.98162e-09, 0, 0, 0, 0, 0, 4.98162e-09, 1.99929e-06, 2.4742e-07, 0, 1.14577e-07, 9.96323e-09, 0, 0, 0, 1.49449e-08, 4.48346e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
31, 2.8445e-06, 1.09596e-07, 8.13664e-08, 1.56589e-06, 9.96323e-09, 2.1587e-08, 2.55723e-07, 0, 0, 0, 0, 0, 3.15502e-08, 0, 0, 0, 6.64216e-09, 0, 1.64393e-07, 3.32108e-08, 0, 0, 1.37825e-07, 8.3027e-09, 0, 1.32843e-08, 1.09596e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 9.96323e-09, 1.99929e-06, 2.42439e-07, 0, 1.2288e-07, 4.98162e-09, 0, 0, 0, 1.32843e-08, 5.31372e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
31.5, 2.84782e-06, 1.04614e-07, 8.80086e-08, 1.56755e-06, 1.99265e-08, 1.66054e-08, 2.70668e-07, 0, 0, 0, 0, 0, 3.15502e-08, 0, 0, 0, 4.98162e-09, 0, 1.67714e-07, 2.65686e-08, 0, 0, 1.31183e-07, 6.64216e-09, 0, 8.3027e-09, 1.17898e-07, 0, 0, 0, 0, 0, 0, 0, 0, 4.98162e-09, 0, 0, 0, 0, 0, 6.64216e-09, 1.99929e-06, 2.35797e-07, 0, 1.2288e-07, 1.66054e-09, 0, 0, 0, 1.32843e-08, 6.31005e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
32, 2.82956e-06, 8.46875e-08, 9.79718e-08, 1.57751e-06, 1.16238e-08, 9.96323e-09, 2.59044e-07, 0, 0, 0, 0, 0, 2.65686e-08, 0, 0, 0, 9.96323e-09, 0, 1.76017e-07, 2.32475e-08, 0, 0, 1.36164e-07, 1.66054e-08, 0, 1.32843e-08, 1.12917e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.64216e-09, 1.99929e-06, 2.40778e-07, 0, 1.29522e-07, 4.98162e-09, 0, 0, 0, 2.1587e-08, 5.97794e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
32.5, 2.83454e-06, 9.79718e-08, 9.29902e-08, 1.56921e-06, 1.66054e-08, 1.32843e-08, 2.59044e-07, 0, 0, 0, 0, 0, 2.82292e-08, 0, 0, 0, 3.32108e-09, 0, 1.62733e-07, 3.48713e-08, 0, 0, 1.31183e-07, 8.3027e-09, 0, 2.65686e-08, 1.01293e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 4.98162e-09, 1.99929e-06, 2.32475e-07, 0, 1.32843e-07, 0, 0, 0, 0, 1.16238e-08, 7.14032e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
