Time	D137.ParticleNumber	D137_CDK5.ParticleNumber	D137_PKA.ParticleNumber	D137_PP2C.ParticleNumber	D34:137.ParticleNumber	D34:137_CDK5.ParticleNumber	D34:137_PP2B.ParticleNumber	D34:137_PP2C.ParticleNumber	D34:75:137.ParticleNumber	D34:75:137_PP2A.ParticleNumber	D34:75:137_PP2ACa.ParticleNumber	D34:75:137_PP2AP.ParticleNumber	D34:75:137_PP2APCa.ParticleNumber	D34:75:137_PP2B.ParticleNumber	D34:75:137_PP2C.ParticleNumber	D75:137.ParticleNumber	D75:137_PKA.ParticleNumber	D75:137_PP2A.ParticleNumber	D75:137_PP2ACa.ParticleNumber	D75:137_PP2AP.ParticleNumber	D75:137_PP2APCa.ParticleNumber	D75:137_PP2C.ParticleNumber
701	127.819	4.43178	1.14264	6.75336	75.2019	2.60765	1.23072	3.97366	36.7496	0.677918	0.00424423	0.0138932	7.7054e-05	0.000747808	1.94184	71.6761	0.800951	1.32216	0.00827727	0.0270966	0.00015028	3.78705
701.5	127.848	4.43282	1.14229	6.75492	75.1732	2.60665	1.23025	3.97213	36.7359	0.67767	0.00424267	0.0138806	7.69841e-05	0.000747537	1.94111	71.6924	0.800702	1.32247	0.0082792	0.0270884	0.000150234	3.7879
702	127.878	4.43386	1.14194	6.75647	75.1444	2.60566	1.22979	3.9706	36.7222	0.677424	0.00424111	0.0138681	7.69145e-05	0.000747266	1.94039	71.7086	0.800453	1.32278	0.00828112	0.0270801	0.000150188	3.78875
702.5	127.908	4.43489	1.14159	6.75802	75.1157	2.60467	1.22932	3.96908	36.7086	0.677177	0.00423956	0.0138556	7.68449e-05	0.000746996	1.93966	71.7249	0.800204	1.32309	0.00828305	0.0270719	0.000150142	3.7896
703	127.937	4.43592	1.14125	6.75957	75.0871	2.60368	1.22886	3.96755	36.695	0.676931	0.004238	0.0138431	7.67755e-05	0.000746726	1.93894	71.7411	0.799955	1.3234	0.00828496	0.0270637	0.000150096	3.79045
703.5	127.967	4.43696	1.1409	6.76112	75.0585	2.60269	1.2284	3.96603	36.6814	0.676685	0.00423645	0.0138307	7.67062e-05	0.000746456	1.93821	71.7573	0.799707	1.32371	0.00828688	0.0270555	0.00015005	3.7913
704	127.996	4.43799	1.14055	6.76266	75.0299	2.60171	1.22794	3.96451	36.6678	0.676439	0.00423491	0.0138182	7.66371e-05	0.000746187	1.93749	71.7735	0.799459	1.32402	0.00828879	0.0270473	0.000150004	3.79214
704.5	128.026	4.43902	1.1402	6.7642	75.0014	2.60072	1.22747	3.963	36.6542	0.676194	0.00423336	0.0138058	7.65681e-05	0.000745919	1.93677	71.7897	0.799211	1.32433	0.0082907	0.0270391	0.000149959	3.79299
705	128.055	4.44005	1.13985	6.76574	74.9729	2.59974	1.22701	3.96148	36.6406	0.675949	0.00423182	0.0137934	7.64993e-05	0.00074565	1.93605	71.8058	0.798964	1.32463	0.00829261	0.027031	0.000149913	3.79383
705.5	128.085	4.44108	1.13951	6.76728	74.9444	2.59876	1.22655	3.95997	36.6271	0.675705	0.00423027	0.0137811	7.64305e-05	0.000745382	1.93533	71.822	0.798717	1.32494	0.00829452	0.0270228	0.000149867	3.79468
706	128.114	4.4421	1.13916	6.76882	74.916	2.59778	1.22609	3.95846	36.6136	0.675461	0.00422874	0.0137688	7.6362e-05	0.000745114	1.93461	71.8381	0.79847	1.32525	0.00829642	0.0270147	0.000149822	3.79552
706.5	128.143	4.44313	1.13882	6.77035	74.8876	2.5968	1.22564	3.95695	36.6001	0.675217	0.0042272	0.0137565	7.62935e-05	0.000744847	1.93389	71.8541	0.798223	1.32556	0.00829832	0.0270065	0.000149776	3.79636
707	128.173	4.44415	1.13847	6.77188	74.8593	2.59582	1.22518	3.95544	36.5866	0.674973	0.00422566	0.0137442	7.62252e-05	0.00074458	1.93317	71.8702	0.797977	1.32586	0.00830022	0.0269984	0.000149731	3.7972
707.5	128.202	4.44517	1.13812	6.77341	74.831	2.59484	1.22472	3.95394	36.5731	0.67473	0.00422413	0.0137319	7.6157e-05	0.000744314	1.93246	71.8862	0.797731	1.32617	0.00830211	0.0269902	0.000149685	3.79804
708	128.231	4.44619	1.13778	6.77494	74.8027	2.59386	1.22426	3.95244	36.5597	0.674487	0.0042226	0.0137197	7.6089e-05	0.000744047	1.93174	71.9022	0.797485	1.32647	0.00830401	0.0269821	0.00014964	3.79887
708.5	128.26	4.44721	1.13744	6.77647	74.7745	2.59289	1.22381	3.95094	36.5463	0.674244	0.00422107	0.0137075	7.60211e-05	0.000743782	1.93103	71.9182	0.79724	1.32678	0.0083059	0.026974	0.000149594	3.79971
709	128.289	4.44823	1.13709	6.77799	74.7464	2.59192	1.22335	3.94944	36.5328	0.674002	0.00421954	0.0136953	7.59533e-05	0.000743516	1.93031	71.9342	0.796995	1.32708	0.00830779	0.0269659	0.000149549	3.80055
709.5	128.318	4.44924	1.13675	6.77951	74.7182	2.59095	1.2229	3.94794	36.5195	0.67376	0.00421802	0.0136831	7.58857e-05	0.000743251	1.9296	71.9502	0.79675	1.32739	0.00830967	0.0269578	0.000149504	3.80138
710	128.348	4.45026	1.1364	6.78103	74.6901	2.58998	1.22244	3.94645	36.5061	0.673519	0.00421649	0.013671	7.58182e-05	0.000742986	1.92889	71.9661	0.796505	1.32769	0.00831155	0.0269498	0.000149459	3.80221
710.5	128.377	4.45127	1.13606	6.78255	74.6621	2.58901	1.22199	3.94495	36.4927	0.673277	0.00421497	0.0136589	7.57508e-05	0.000742722	1.92818	71.982	0.796261	1.328	0.00831343	0.0269417	0.000149413	3.80305
711	128.406	4.45229	1.13572	6.78407	74.634	2.58804	1.22154	3.94346	36.4794	0.673036	0.00421345	0.0136468	7.56835e-05	0.000742458	1.92747	71.9979	0.796017	1.3283	0.00831531	0.0269336	0.000149368	3.80388
711.5	128.434	4.4533	1.13538	6.78558	74.606	2.58707	1.22109	3.94198	36.4661	0.672796	0.00421194	0.0136347	7.56164e-05	0.000742194	1.92676	72.0138	0.795773	1.3286	0.00831719	0.0269256	0.000149323	3.80471
712	128.463	4.45431	1.13504	6.78709	74.5781	2.58611	1.22063	3.94049	36.4528	0.672555	0.00421042	0.0136227	7.55494e-05	0.000741931	1.92606	72.0296	0.795529	1.3289	0.00831906	0.0269175	0.000149278	3.80553
712.5	128.492	4.45531	1.13469	6.7886	74.5502	2.58514	1.22018	3.93901	36.4395	0.672315	0.00420891	0.0136107	7.54826e-05	0.000741668	1.92535	72.0454	0.795286	1.32921	0.00832093	0.0269095	0.000149233	3.80636
713	128.521	4.45632	1.13435	6.79011	74.5223	2.58418	1.21973	3.93753	36.4262	0.672076	0.0042074	0.0135987	7.54159e-05	0.000741405	1.92464	72.0612	0.795043	1.32951	0.0083228	0.0269015	0.000149189	3.80719
713.5	128.55	4.45733	1.13401	6.79161	74.4945	2.58322	1.21928	3.93605	36.413	0.671836	0.00420589	0.0135867	7.53493e-05	0.000741143	1.92394	72.077	0.794801	1.32981	0.00832467	0.0268934	0.000149144	3.80801
714	128.579	4.45833	1.13367	6.79312	74.4667	2.58226	1.21884	3.93457	36.3997	0.671597	0.00420438	0.0135747	7.52828e-05	0.000740881	1.92324	72.0928	0.794558	1.33011	0.00832653	0.0268854	0.000149099	3.80884
714.5	128.607	4.45934	1.13333	6.79462	74.4389	2.5813	1.21839	3.93309	36.3865	0.671359	0.00420288	0.0135628	7.52165e-05	0.00074062	1.92253	72.1085	0.794316	1.33041	0.00832839	0.0268774	0.000149054	3.80966
715	128.636	4.46034	1.13299	6.79612	74.4112	2.58035	1.21794	3.93162	36.3733	0.67112	0.00420137	0.0135509	7.51503e-05	0.000740358	1.92183	72.1242	0.794074	1.33071	0.00833025	0.0268694	0.000149009	3.81048
715.5	128.665	4.46134	1.13265	6.79762	74.3836	2.57939	1.21749	3.93015	36.3602	0.670882	0.00419987	0.013539	7.50842e-05	0.000740098	1.92113	72.1399	0.793833	1.33101	0.0083321	0.0268615	0.000148965	3.8113
716	128.693	4.46234	1.13232	6.79911	74.3559	2.57844	1.21705	3.92868	36.347	0.670644	0.00419838	0.0135272	7.50183e-05	0.000739837	1.92043	72.1556	0.793591	1.33131	0.00833396	0.0268535	0.00014892	3.81212
716.5	128.722	4.46333	1.13198	6.80061	74.3283	2.57748	1.2166	3.92721	36.3339	0.670407	0.00419688	0.0135153	7.49524e-05	0.000739577	1.91973	72.1713	0.79335	1.33161	0.00833581	0.0268455	0.000148876	3.81294
717	128.75	4.46433	1.13164	6.8021	74.3007	2.57653	1.21615	3.92574	36.3207	0.670169	0.00419538	0.0135035	7.48868e-05	0.000739317	1.91904	72.1869	0.79311	1.33191	0.00833766	0.0268376	0.000148831	3.81376
717.5	128.779	4.46533	1.1313	6.80359	74.2732	2.57558	1.21571	3.92428	36.3076	0.669933	0.00419389	0.0134917	7.48212e-05	0.000739058	1.91834	72.2025	0.792869	1.3322	0.0083395	0.0268296	0.000148787	3.81458
718	128.807	4.46632	1.13096	6.80508	74.2457	2.57463	1.21527	3.92282	36.2946	0.669696	0.0041924	0.01348	7.47558e-05	0.000738799	1.91764	72.2181	0.792629	1.3325	0.00834135	0.0268217	0.000148742	3.81539
718.5	128.836	4.46731	1.13063	6.80656	74.2183	2.57368	1.21482	3.92136	36.2815	0.66946	0.00419091	0.0134682	7.46904e-05	0.00073854	1.91695	72.2337	0.792389	1.3328	0.00834319	0.0268137	0.000148698	3.81621
719	128.864	4.46831	1.13029	6.80805	74.1909	2.57274	1.21438	3.9199	36.2684	0.669224	0.00418942	0.0134565	7.46253e-05	0.000738281	1.91625	72.2493	0.792149	1.3331	0.00834503	0.0268058	0.000148654	3.81702
719.5	128.892	4.4693	1.12996	6.80953	74.1635	2.57179	1.21394	3.91845	36.2554	0.668988	0.00418794	0.0134448	7.45602e-05	0.000738023	1.91556	72.2648	0.79191	1.33339	0.00834687	0.0267979	0.00014861	3.81783
720	128.921	4.47028	1.12962	6.81101	74.1361	2.57085	1.2135	3.91699	36.2424	0.668753	0.00418646	0.0134331	7.44953e-05	0.000737766	1.91487	72.2803	0.791671	1.33369	0.0083487	0.02679	0.000148565	3.81864
720.5	128.949	4.47127	1.12928	6.81249	74.1088	2.5699	1.21306	3.91554	36.2294	0.668518	0.00418498	0.0134215	7.44305e-05	0.000737508	1.91418	72.2958	0.791432	1.33398	0.00835053	0.0267821	0.000148521	3.81945
721	128.977	4.47226	1.12895	6.81397	74.0816	2.56896	1.21261	3.91409	36.2164	0.668283	0.0041835	0.0134098	7.43658e-05	0.000737251	1.91349	72.3113	0.791193	1.33428	0.00835236	0.0267742	0.000148477	3.82026
721.5	129.005	4.47324	1.12862	6.81544	74.0543	2.56802	1.21218	3.91264	36.2034	0.668049	0.00418202	0.0133982	7.43012e-05	0.000736995	1.9128	72.3267	0.790955	1.33457	0.00835419	0.0267663	0.000148433	3.82107
722	129.034	4.47423	1.12828	6.81691	74.0271	2.56708	1.21174	3.9112	36.1905	0.667815	0.00418054	0.0133866	7.42368e-05	0.000736738	1.91211	72.3422	0.790717	1.33487	0.00835601	0.0267585	0.000148389	3.82188
722.5	129.062	4.47521	1.12795	6.81838	74	2.56615	1.2113	3.90975	36.1775	0.667581	0.00417907	0.0133751	7.41725e-05	0.000736482	1.91142	72.3576	0.790479	1.33516	0.00835784	0.0267506	0.000148345	3.82268
723	129.09	4.47619	1.12761	6.81985	73.9729	2.56521	1.21086	3.90831	36.1646	0.667347	0.0041776	0.0133635	7.41083e-05	0.000736227	1.91073	72.373	0.790242	1.33546	0.00835966	0.0267428	0.000148301	3.82349
723.5	129.118	4.47717	1.12728	6.82132	73.9458	2.56427	1.21042	3.90687	36.1517	0.667114	0.00417613	0.013352	7.40442e-05	0.000735971	1.91005	72.3884	0.790004	1.33575	0.00836148	0.0267349	0.000148257	3.82429
724	129.146	4.47815	1.12695	6.82278	73.9187	2.56334	1.20999	3.90543	36.1388	0.666881	0.00417466	0.0133405	7.39802e-05	0.000735716	1.90936	72.4037	0.789767	1.33604	0.00836329	0.0267271	0.000148214	3.82509
724.5	129.174	4.47913	1.12662	6.82425	73.8917	2.56241	1.20955	3.904	36.126	0.666649	0.0041732	0.013329	7.39164e-05	0.000735462	1.90868	72.4191	0.789531	1.33634	0.0083651	0.0267192	0.00014817	3.82589
725	129.202	4.4801	1.12628	6.82571	73.8647	2.56148	1.20911	3.90256	36.1131	0.666417	0.00417173	0.0133176	7.38527e-05	0.000735207	1.90799	72.4344	0.789294	1.33663	0.00836692	0.0267114	0.000148126	3.8267
725.5	129.23	4.48108	1.12595	6.82717	73.8378	2.56054	1.20868	3.90113	36.1003	0.666185	0.00417027	0.0133061	7.37891e-05	0.000734953	1.90731	72.4497	0.789058	1.33692	0.00836872	0.0267036	0.000148082	3.8275
726	129.258	4.48205	1.12562	6.82863	73.8109	2.55962	1.20824	3.8997	36.0875	0.665953	0.00416881	0.0132947	7.37257e-05	0.0007347	1.90663	72.4649	0.788822	1.33721	0.00837053	0.0266958	0.000148039	3.82829
726.5	129.285	4.48302	1.12529	6.83008	73.784	2.55869	1.20781	3.89827	36.0747	0.665721	0.00416735	0.0132833	7.36623e-05	0.000734446	1.90595	72.4802	0.788586	1.3375	0.00837233	0.026688	0.000147995	3.82909
727	129.313	4.484	1.12496	6.83153	73.7572	2.55776	1.20738	3.89684	36.0619	0.66549	0.0041659	0.013272	7.35991e-05	0.000734193	1.90527	72.4954	0.788351	1.33779	0.00837414	0.0266802	0.000147952	3.82989
727.5	129.341	4.48497	1.12463	6.83299	73.7304	2.55684	1.20695	3.89542	36.0491	0.66526	0.00416444	0.0132606	7.3536e-05	0.000733941	1.90459	72.5107	0.788116	1.33808	0.00837594	0.0266725	0.000147908	3.83068
728	129.369	4.48593	1.1243	6.83444	73.7036	2.55591	1.20651	3.894	36.0364	0.665029	0.00416299	0.0132493	7.3473e-05	0.000733688	1.90391	72.5259	0.787881	1.33837	0.00837773	0.0266647	0.000147865	3.83148
728.5	129.396	4.4869	1.12397	6.83588	73.6769	2.55499	1.20608	3.89258	36.0237	0.664799	0.00416154	0.013238	7.34101e-05	0.000733436	1.90324	72.541	0.787646	1.33866	0.00837953	0.0266569	0.000147822	3.83227
729	129.424	4.48787	1.12364	6.83733	73.6502	2.55407	1.20565	3.89116	36.0109	0.664569	0.00416009	0.0132267	7.33474e-05	0.000733185	1.90256	72.5562	0.787412	1.33895	0.00838132	0.0266492	0.000147778	3.83306
729.5	129.452	4.48883	1.12331	6.83878	73.6236	2.55315	1.20522	3.88974	35.9982	0.664339	0.00415865	0.0132154	7.32847e-05	0.000732933	1.90189	72.5713	0.787177	1.33924	0.00838311	0.0266414	0.000147735	3.83385
730	129.479	4.4898	1.12298	6.84022	73.597	2.55223	1.20479	3.88832	35.9856	0.66411	0.0041572	0.0132042	7.32222e-05	0.000732682	1.90121	72.5865	0.786944	1.33953	0.0083849	0.0266337	0.000147692	3.83465
730.5	129.507	4.49076	1.12266	6.84166	73.5704	2.55131	1.20436	3.88691	35.9729	0.663881	0.00415576	0.013193	7.31598e-05	0.000732431	1.90054	72.6016	0.78671	1.33982	0.00838669	0.026626	0.000147648	3.83543
731	129.534	4.49172	1.12233	6.8431	73.5438	2.55039	1.20393	3.8855	35.9603	0.663652	0.00415432	0.0131818	7.30976e-05	0.000732181	1.89987	72.6166	0.786477	1.34011	0.00838847	0.0266183	0.000147605	3.83622
731.5	129.562	4.49268	1.122	6.84454	73.5173	2.54948	1.20351	3.88409	35.9476	0.663424	0.00415288	0.0131706	7.30354e-05	0.000731931	1.89919	72.6317	0.786243	1.3404	0.00839025	0.0266106	0.000147562	3.83701
732	129.589	4.49364	1.12167	6.84597	73.4908	2.54856	1.20308	3.88268	35.935	0.663196	0.00415144	0.0131594	7.29733e-05	0.000731681	1.89852	72.6467	0.786011	1.34068	0.00839203	0.0266028	0.000147519	3.8378
732.5	129.617	4.4946	1.12135	6.8474	73.4644	2.54765	1.20265	3.88128	35.9224	0.662968	0.00415001	0.0131483	7.29114e-05	0.000731432	1.89785	72.6618	0.785778	1.34097	0.00839381	0.0265952	0.000147476	3.83858
733	129.644	4.49556	1.12102	6.84884	73.438	2.54674	1.20223	3.87987	35.9098	0.66274	0.00414857	0.0131372	7.28496e-05	0.000731183	1.89718	72.6768	0.785546	1.34126	0.00839558	0.0265875	0.000147433	3.83937
733.5	129.672	4.49651	1.1207	6.85027	73.4116	2.54583	1.2018	3.87847	35.8973	0.662513	0.00414714	0.0131261	7.27879e-05	0.000730934	1.89652	72.6918	0.785314	1.34154	0.00839735	0.0265798	0.00014739	3.84015
734	129.699	4.49747	1.12037	6.85169	73.3853	2.54492	1.20137	3.87707	35.8847	0.662286	0.00414571	0.013115	7.27263e-05	0.000730686	1.89585	72.7067	0.785082	1.34183	0.00839912	0.0265721	0.000147348	3.84093
734.5	129.726	4.49842	1.12004	6.85312	73.359	2.54401	1.20095	3.87567	35.8722	0.662059	0.00414428	0.0131039	7.26649e-05	0.000730438	1.89518	72.7217	0.78485	1.34211	0.00840089	0.0265645	0.000147305	3.84171
735	129.753	4.49937	1.11972	6.85454	73.3327	2.5431	1.20053	3.87427	35.8597	0.661833	0.00414286	0.0130929	7.26035e-05	0.00073019	1.89452	72.7366	0.784619	1.3424	0.00840266	0.0265568	0.000147262	3.84249
735.5	129.781	4.50032	1.1194	6.85597	73.3065	2.54219	1.2001	3.87288	35.8472	0.661607	0.00414143	0.0130819	7.25423e-05	0.000729942	1.89385	72.7515	0.784388	1.34268	0.00840442	0.0265492	0.000147219	3.84327
736	129.808	4.50127	1.11907	6.85739	73.2802	2.54129	1.19968	3.87149	35.8347	0.661381	0.00414001	0.0130709	7.24811e-05	0.000729695	1.89319	72.7664	0.784157	1.34297	0.00840618	0.0265415	0.000147177	3.84405
736.5	129.835	4.50222	1.11875	6.85881	73.2541	2.54039	1.19926	3.87009	35.8222	0.661155	0.00413859	0.0130599	7.24201e-05	0.000729448	1.89252	72.7813	0.783926	1.34325	0.00840794	0.0265339	0.000147134	3.84483
737	129.862	4.50317	1.11842	6.86022	73.2279	2.53948	1.19884	3.8687	35.8097	0.66093	0.00413717	0.013049	7.23592e-05	0.000729202	1.89186	72.7961	0.783696	1.34353	0.0084097	0.0265263	0.000147091	3.8456
737.5	129.889	4.50411	1.1181	6.86164	73.2018	2.53858	1.19841	3.86732	35.7973	0.660705	0.00413575	0.013038	7.22984e-05	0.000728956	1.8912	72.811	0.783466	1.34382	0.00841145	0.0265187	0.000147049	3.84638
738	129.916	4.50506	1.11778	6.86305	73.1758	2.53768	1.19799	3.86593	35.7849	0.66048	0.00413434	0.0130271	7.22378e-05	0.00072871	1.89054	72.8258	0.783236	1.3441	0.00841321	0.0265111	0.000147006	3.84715
738.5	129.943	4.506	1.11746	6.86447	73.1498	2.53678	1.19757	3.86455	35.7725	0.660256	0.00413292	0.0130162	7.21772e-05	0.000728464	1.88988	72.8406	0.783007	1.34438	0.00841496	0.0265035	0.000146964	3.84793
739	129.97	4.50694	1.11713	6.86588	73.1238	2.53588	1.19715	3.86316	35.7601	0.660032	0.00413151	0.0130054	7.21167e-05	0.000728219	1.88922	72.8554	0.782777	1.34466	0.00841671	0.0264959	0.000146922	3.8487
739.5	129.997	4.50788	1.11681	6.86728	73.0978	2.53499	1.19674	3.86178	35.7477	0.659808	0.0041301	0.0129945	7.20564e-05	0.000727974	1.88856	72.8701	0.782548	1.34495	0.00841845	0.0264883	0.000146879	3.84947
740	130.024	4.50882	1.11649	6.86869	73.0719	2.53409	1.19632	3.86041	35.7353	0.659584	0.00412869	0.0129837	7.19962e-05	0.000727729	1.88791	72.8849	0.782319	1.34523	0.0084202	0.0264807	0.000146837	3.85024
740.5	130.051	4.50976	1.11617	6.8701	73.046	2.5332	1.1959	3.85903	35.723	0.659361	0.00412729	0.0129729	7.19361e-05	0.000727485	1.88725	72.8996	0.782091	1.34551	0.00842194	0.0264732	0.000146795	3.85101
741	130.078	4.5107	1.11585	6.8715	73.0201	2.5323	1.19548	3.85765	35.7107	0.659138	0.00412588	0.0129621	7.18761e-05	0.000727241	1.88659	72.9143	0.781862	1.34579	0.00842368	0.0264656	0.000146752	3.85178
741.5	130.105	4.51164	1.11553	6.8729	72.9943	2.53141	1.19507	3.85628	35.6984	0.658915	0.00412448	0.0129513	7.18162e-05	0.000726997	1.88594	72.929	0.781634	1.34607	0.00842541	0.0264581	0.00014671	3.85255
742	130.131	4.51257	1.11521	6.8743	72.9685	2.53052	1.19465	3.85491	35.6861	0.658693	0.00412308	0.0129405	7.17564e-05	0.000726754	1.88529	72.9437	0.781406	1.34635	0.00842715	0.0264505	0.000146668	3.85331
742.5	130.158	4.51351	1.11489	6.8757	72.9427	2.52963	1.19423	3.85354	35.6738	0.658471	0.00412168	0.0129298	7.16967e-05	0.000726511	1.88463	72.9583	0.781179	1.34663	0.00842888	0.026443	0.000146626	3.85408
743	130.185	4.51444	1.11457	6.87709	72.917	2.52874	1.19382	3.85217	35.6615	0.658249	0.00412028	0.0129191	7.16371e-05	0.000726268	1.88398	72.973	0.780951	1.34691	0.00843061	0.0264355	0.000146584	3.85484
743.5	130.212	4.51537	1.11425	6.87849	72.8913	2.52785	1.1934	3.8508	35.6493	0.658027	0.00411888	0.0129084	7.15777e-05	0.000726026	1.88333	72.9876	0.780724	1.34719	0.00843234	0.026428	0.000146542	3.85561
744	130.238	4.5163	1.11393	6.87988	72.8656	2.52697	1.19299	3.84944	35.637	0.657806	0.00411749	0.0128977	7.15183e-05	0.000725784	1.88268	73.0022	0.780498	1.34747	0.00843407	0.0264205	0.0001465	3.85637
744.5	130.265	4.51723	1.11361	6.88127	72.84	2.52608	1.19258	3.84808	35.6248	0.657585	0.0041161	0.0128871	7.14591e-05	0.000725542	1.88203	73.0168	0.780271	1.34774	0.00843579	0.026413	0.000146458	3.85713
745	130.291	4.51816	1.1133	6.88266	72.8144	2.5252	1.19216	3.84672	35.6126	0.657364	0.00411471	0.0128764	7.14e-05	0.0007253	1.88138	73.0313	0.780045	1.34802	0.00843752	0.0264055	0.000146416	3.85789
745.5	130.318	4.51909	1.11298	6.88405	72.7888	2.52432	1.19175	3.84536	35.6004	0.657143	0.00411332	0.0128658	7.1341e-05	0.000725059	1.88073	73.0459	0.779818	1.3483	0.00843924	0.026398	0.000146375	3.85865
746	130.344	4.52001	1.11266	6.88544	72.7633	2.52343	1.19134	3.844	35.5883	0.656923	0.00411193	0.0128552	7.1282e-05	0.000724818	1.88008	73.0604	0.779592	1.34858	0.00844096	0.0263905	0.000146333	3.85941
746.5	130.371	4.52094	1.11234	6.88682	72.7378	2.52255	1.19093	3.84264	35.5761	0.656703	0.00411054	0.0128446	7.12232e-05	0.000724577	1.87944	73.0749	0.779367	1.34885	0.00844267	0.026383	0.000146291	3.86017
747	130.397	4.52186	1.11203	6.8882	72.7123	2.52167	1.19052	3.84129	35.564	0.656483	0.00410916	0.0128341	7.11645e-05	0.000724337	1.87879	73.0894	0.779141	1.34913	0.00844439	0.0263756	0.000146249	3.86093
747.5	130.424	4.52279	1.11171	6.88958	72.6869	2.52079	1.19011	3.83994	35.5518	0.656264	0.00410778	0.0128235	7.11059e-05	0.000724097	1.87815	73.1039	0.778916	1.34941	0.0084461	0.0263681	0.000146208	3.86168
748	130.45	4.52371	1.1114	6.89096	72.6615	2.51992	1.1897	3.83859	35.5397	0.656045	0.0041064	0.012813	7.10474e-05	0.000723857	1.8775	73.1183	0.778691	1.34968	0.00844781	0.0263607	0.000146166	3.86244
748.5	130.477	4.52463	1.11108	6.89234	72.6361	2.51904	1.18929	3.83724	35.5276	0.655826	0.00410502	0.0128025	7.0989e-05	0.000723618	1.87686	73.1327	0.778467	1.34996	0.00844952	0.0263532	0.000146125	3.86319
749	130.503	4.52555	1.11077	6.89372	72.6108	2.51817	1.18888	3.83589	35.5155	0.655607	0.00410364	0.012792	7.09308e-05	0.000723379	1.87622	73.1472	0.778242	1.35023	0.00845122	0.0263458	0.000146083	3.86395
749.5	130.529	4.52647	1.11045	6.89509	72.5855	2.51729	1.18847	3.83455	35.5035	0.655389	0.00410227	0.0127816	7.08726e-05	0.00072314	1.87558	73.1616	0.778018	1.35051	0.00845293	0.0263384	0.000146042	3.8647
750	130.555	4.52738	1.11014	6.89646	72.5602	2.51642	1.18806	3.8332	35.4914	0.655171	0.00410089	0.0127711	7.08145e-05	0.000722901	1.87493	73.176	0.777794	1.35078	0.00845463	0.026331	0.000146	3.86545
750.5	130.582	4.5283	1.10982	6.89783	72.535	2.51555	1.18766	3.83186	35.4794	0.654953	0.00409952	0.0127607	7.07565e-05	0.000722663	1.87429	73.1903	0.77757	1.35106	0.00845633	0.0263236	0.000145959	3.8662
751	130.608	4.52922	1.10951	6.8992	72.5098	2.51468	1.18725	3.83052	35.4674	0.654735	0.00409815	0.0127503	7.06987e-05	0.000722425	1.87366	73.2047	0.777347	1.35133	0.00845802	0.0263162	0.000145918	3.86695
751.5	130.634	4.53013	1.10919	6.90057	72.4846	2.51381	1.18685	3.82918	35.4554	0.654518	0.00409678	0.0127399	7.06409e-05	0.000722188	1.87302	73.219	0.777124	1.35161	0.00845972	0.0263088	0.000145876	3.8677
752	130.66	4.53104	1.10888	6.90193	72.4594	2.51294	1.18644	3.82784	35.4434	0.654301	0.00409542	0.0127295	7.05833e-05	0.00072195	1.87238	73.2333	0.776901	1.35188	0.00846141	0.0263014	0.000145835	3.86845
752.5	130.686	4.53195	1.10857	6.9033	72.4343	2.51207	1.18603	3.82651	35.4314	0.654084	0.00409405	0.0127192	7.05257e-05	0.000721713	1.87174	73.2476	0.776678	1.35215	0.00846311	0.026294	0.000145794	3.86919
753	130.712	4.53286	1.10826	6.90466	72.4092	2.5112	1.18563	3.82518	35.4194	0.653868	0.00409269	0.0127088	7.04683e-05	0.000721477	1.87111	73.2619	0.776455	1.35242	0.00846479	0.0262867	0.000145753	3.86994
753.5	130.738	4.53377	1.10794	6.90602	72.3842	2.51034	1.18523	3.82384	35.4075	0.653651	0.00409133	0.0126985	7.04109e-05	0.00072124	1.87047	73.2761	0.776233	1.3527	0.00846648	0.0262793	0.000145712	3.87068
754	130.764	4.53468	1.10763	6.90738	72.3592	2.50947	1.18482	3.82251	35.3955	0.653435	0.00408997	0.0126882	7.03537e-05	0.000721004	1.86984	73.2904	0.776011	1.35297	0.00846817	0.0262719	0.000145671	3.87143
754.5	130.79	4.53559	1.10732	6.90874	72.3342	2.50861	1.18442	3.82119	35.3836	0.65322	0.00408861	0.0126779	7.02965e-05	0.000720768	1.8692	73.3046	0.775789	1.35324	0.00846985	0.0262646	0.00014563	3.87217
755	130.816	4.5365	1.10701	6.91009	72.3092	2.50775	1.18402	3.81986	35.3717	0.653004	0.00408725	0.0126677	7.02395e-05	0.000720533	1.86857	73.3188	0.775567	1.35351	0.00847153	0.0262573	0.000145589	3.87291
755.5	130.842	4.5374	1.1067	6.91145	72.2843	2.50689	1.18362	3.81853	35.3598	0.652789	0.0040859	0.0126574	7.01825e-05	0.000720297	1.86794	73.333	0.775346	1.35378	0.00847321	0.0262499	0.000145548	3.87366
756	130.868	4.53831	1.10639	6.9128	72.2594	2.50603	1.18321	3.81721	35.348	0.652574	0.00408454	0.0126472	7.01257e-05	0.000720062	1.86731	73.3472	0.775125	1.35405	0.00847489	0.0262426	0.000145507	3.8744
756.5	130.894	4.53921	1.10608	6.91415	72.2346	2.50517	1.18281	3.81589	35.3361	0.652359	0.00408319	0.012637	7.0069e-05	0.000719828	1.86668	73.3614	0.774904	1.35432	0.00847656	0.0262353	0.000145466	3.87514
757	130.92	4.54011	1.10577	6.9155	72.2097	2.50431	1.18241	3.81457	35.3243	0.652145	0.00408184	0.0126268	7.00123e-05	0.000719593	1.86605	73.3755	0.774683	1.35459	0.00847824	0.026228	0.000145425	3.87587
