Time	D137.ParticleNumber	D137_CDK5.ParticleNumber	D137_PKA.ParticleNumber	D137_PP2C.ParticleNumber	D34:137.ParticleNumber	D34:137_CDK5.ParticleNumber	D34:137_PP2B.ParticleNumber	D34:137_PP2C.ParticleNumber	D34:75:137.ParticleNumber	D34:75:137_PP2A.ParticleNumber	D34:75:137_PP2ACa.ParticleNumber	D34:75:137_PP2AP.ParticleNumber	D34:75:137_PP2APCa.ParticleNumber	D34:75:137_PP2B.ParticleNumber	D34:75:137_PP2C.ParticleNumber	D75:137.ParticleNumber	D75:137_PKA.ParticleNumber	D75:137_PP2A.ParticleNumber	D75:137_PP2ACa.ParticleNumber	D75:137_PP2AP.ParticleNumber	D75:137_PP2APCa.ParticleNumber	D75:137_PP2C.ParticleNumber
409	114.79	3.97486	1.65628	5.98002	104.053	3.60284	1.88054	5.42033	49.3275	0.901864	0.00579006	0.0298304	0.000169676	0.00107021	2.56948	65.075	1.17383	1.18984	0.00763929	0.0393547	0.000223855	3.39015
409.5	114.611	3.96864	1.65207	5.97242	103.939	3.59889	1.87502	5.41597	49.2867	0.901139	0.00578297	0.0297771	0.000169302	0.00106793	2.56809	64.9687	1.17075	1.18792	0.00762376	0.0392525	0.00022318	3.38557
410	114.437	3.96256	1.64792	5.96498	103.827	3.59498	1.8696	5.41165	49.2463	0.90042	0.00577598	0.029724	0.00016893	0.00106569	2.56671	64.8645	1.16771	1.18604	0.00760854	0.0391517	0.000222515	3.38108
410.5	114.266	3.95659	1.64382	5.95769	103.717	3.59112	1.86426	5.40736	49.2063	0.89971	0.00576908	0.0296711	0.000168561	0.00106349	2.56533	64.7623	1.16471	1.1842	0.00759363	0.0390522	0.00022186	3.37667
411	114.098	3.95075	1.63977	5.95055	103.607	3.58729	1.85901	5.40311	49.1667	0.899007	0.00576227	0.0296185	0.000168195	0.00106132	2.56396	64.6622	1.16174	1.18239	0.00757901	0.038954	0.000221213	3.37236
411.5	113.934	3.94503	1.63577	5.94356	103.498	3.5835	1.85384	5.39888	49.1275	0.898311	0.00575555	0.0295662	0.000167832	0.00105918	2.56261	64.564	1.15882	1.18062	0.00756469	0.0388571	0.000220576	3.36813
412	113.773	3.93943	1.63183	5.93671	103.391	3.57976	1.84876	5.39468	49.0888	0.897622	0.00574892	0.029514	0.000167471	0.00105708	2.56125	64.4678	1.15593	1.17889	0.00755066	0.0387614	0.000219948	3.36399
412.5	113.616	3.93394	1.62793	5.93001	103.284	3.57605	1.84375	5.39052	49.0503	0.89694	0.00574237	0.0294622	0.000167113	0.00105501	2.55991	64.3736	1.15308	1.17719	0.00753691	0.0386669	0.000219328	3.35993
413	113.462	3.92857	1.62409	5.92346	103.179	3.57237	1.83883	5.38638	49.0123	0.896265	0.00573591	0.0294105	0.000166758	0.00105297	2.55858	64.2813	1.15027	1.17553	0.00752345	0.0385737	0.000218717	3.35595
413.5	113.311	3.92332	1.62029	5.91705	103.074	3.56874	1.83399	5.38228	48.9746	0.895596	0.00572952	0.0293591	0.000166406	0.00105097	2.55725	64.1909	1.14749	1.1739	0.00751026	0.0384817	0.000218115	3.35206
414	113.163	3.91817	1.61655	5.91077	102.971	3.56514	1.82922	5.3782	48.9373	0.894934	0.00572322	0.0293079	0.000166055	0.00104899	2.55593	64.1023	1.14475	1.1723	0.00749734	0.0383908	0.000217522	3.34825
414.5	113.019	3.91314	1.61285	5.90464	102.868	3.56157	1.82453	5.37415	48.9003	0.894278	0.005717	0.029257	0.000165708	0.00104705	2.55461	64.0156	1.14204	1.17074	0.0074847	0.0383011	0.000216936	3.34452
415	112.877	3.90822	1.6092	5.89864	102.767	3.55804	1.81991	5.37012	48.8636	0.893628	0.00571085	0.0292062	0.000165362	0.00104513	2.55331	63.9307	1.13937	1.16922	0.00747231	0.0382126	0.000216359	3.34087
415.5	112.739	3.9034	1.6056	5.89278	102.666	3.55454	1.81537	5.36612	48.8273	0.892985	0.00570478	0.0291557	0.00016502	0.00104325	2.552	63.8475	1.13673	1.16772	0.00746019	0.0381252	0.00021579	3.3373
416	112.604	3.89869	1.60204	5.88705	102.567	3.55108	1.81089	5.36215	48.7913	0.892347	0.00569878	0.0291053	0.000164679	0.00104139	2.55071	63.7662	1.13413	1.16626	0.00744833	0.0380389	0.000215229	3.3338
416.5	112.472	3.89409	1.59853	5.88145	102.468	3.54765	1.80649	5.35821	48.7556	0.891715	0.00569286	0.0290552	0.000164341	0.00103956	2.54942	63.6866	1.13156	1.16483	0.00743671	0.0379537	0.000214675	3.33038
417	112.342	3.88958	1.59506	5.87598	102.371	3.54425	1.80215	5.35428	48.7203	0.891089	0.005687	0.0290053	0.000164005	0.00103776	2.54814	63.6087	1.12902	1.16343	0.00742535	0.0378696	0.00021413	3.32704
417.5	112.216	3.88519	1.59163	5.87064	102.274	3.54088	1.79789	5.35039	48.6852	0.890468	0.00568122	0.0289556	0.000163671	0.00103598	2.54686	63.5325	1.12651	1.16206	0.00741423	0.0377866	0.000213591	3.32377
418	112.093	3.88089	1.58825	5.86543	102.178	3.53754	1.79368	5.34651	48.6504	0.889853	0.0056755	0.028906	0.00016334	0.00103423	2.54559	63.458	1.12403	1.16073	0.00740335	0.0377046	0.000213061	3.32058
418.5	111.972	3.87669	1.58492	5.86034	102.083	3.53424	1.78955	5.34266	48.6159	0.889242	0.00566985	0.0288567	0.00016301	0.00103251	2.54432	63.3851	1.12159	1.15942	0.00739271	0.0376237	0.000212537	3.31746
419	111.854	3.87258	1.58162	5.85538	101.988	3.53096	1.78547	5.33884	48.5817	0.888637	0.00566427	0.0288075	0.000162683	0.00103081	2.54306	63.3139	1.11918	1.15814	0.00738231	0.0375438	0.000212021	3.31441
419.5	111.739	3.86858	1.57837	5.85053	101.895	3.52771	1.78146	5.33503	48.5478	0.888037	0.00565875	0.0287586	0.000162358	0.00102914	2.5418	63.2443	1.11679	1.15689	0.00737214	0.0374649	0.000211512	3.31143
420	111.627	3.86467	1.57515	5.84581	101.802	3.52449	1.77751	5.33125	48.5141	0.887442	0.00565329	0.0287098	0.000162035	0.00102749	2.54055	63.1762	1.11444	1.15567	0.00736219	0.037387	0.00021101	3.30853
420.5	111.517	3.86085	1.57198	5.84121	101.71	3.52129	1.77362	5.32748	48.4807	0.886852	0.00564789	0.0286612	0.000161713	0.00102587	2.5393	63.1097	1.11212	1.15448	0.00735247	0.0373101	0.000210515	3.30569
421	111.41	3.85713	1.56885	5.83672	101.619	3.51813	1.76979	5.32374	48.4476	0.886266	0.00564256	0.0286128	0.000161394	0.00102426	2.53805	63.0448	1.10982	1.15332	0.00734296	0.0372341	0.000210026	3.30292
421.5	111.306	3.85349	1.56575	5.83235	101.529	3.51499	1.76602	5.32002	48.4147	0.885685	0.00563728	0.0285645	0.000161077	0.00102269	2.53681	62.9814	1.10755	1.15219	0.00733368	0.0371591	0.000209544	3.30021
422	111.204	3.84995	1.5627	5.8281	101.439	3.51188	1.7623	5.31632	48.382	0.885109	0.00563206	0.0285164	0.000160761	0.00102113	2.53558	62.9194	1.10532	1.15108	0.00732461	0.0370851	0.000209069	3.29758
422.5	111.105	3.84649	1.55968	5.82395	101.35	3.50879	1.75864	5.31264	48.3496	0.884536	0.0056269	0.0284685	0.000160448	0.0010196	2.53435	62.859	1.10311	1.15	0.00731575	0.0370119	0.0002086	3.29501
423	111.008	3.84313	1.5567	5.81992	101.262	3.50573	1.75504	5.30897	48.3174	0.883968	0.00562179	0.0284207	0.000160136	0.00101809	2.53312	62.8	1.10092	1.14894	0.0073071	0.0369397	0.000208138	3.2925
423.5	110.914	3.83985	1.55376	5.816	101.175	3.50269	1.75148	5.30533	48.2855	0.883404	0.00561674	0.0283731	0.000159826	0.00101659	2.53189	62.7424	1.09877	1.14792	0.00729865	0.0368684	0.000207682	3.29006
424	110.822	3.83665	1.55085	5.81218	101.088	3.49968	1.74798	5.3017	48.2537	0.882845	0.00561174	0.0283256	0.000159518	0.00101512	2.53067	62.6863	1.09664	1.14692	0.0072904	0.036798	0.000207232	3.28769
424.5	110.732	3.83354	1.54798	5.80847	101.002	3.49669	1.74454	5.29809	48.2222	0.882289	0.00560679	0.0282784	0.000159211	0.00101367	2.52945	62.6315	1.09453	1.14594	0.00728235	0.0367284	0.000206788	3.28537
425	110.645	3.83051	1.54515	5.80487	100.916	3.49372	1.74114	5.2945	48.1909	0.881736	0.00560189	0.0282312	0.000158906	0.00101225	2.52823	62.5781	1.09246	1.14499	0.0072745	0.0366598	0.000206349	3.28312
425.5	110.561	3.82756	1.54235	5.80138	100.831	3.49078	1.73779	5.29093	48.1598	0.881188	0.00559705	0.0281842	0.000158603	0.00101083	2.52702	62.5261	1.09041	1.14406	0.00726683	0.0365919	0.000205917	3.28092
426	110.478	3.82469	1.53958	5.79798	100.747	3.48786	1.73449	5.28737	48.1289	0.880643	0.00559225	0.0281374	0.000158302	0.00100944	2.52581	62.4754	1.08838	1.14316	0.00725936	0.0365249	0.000205491	3.27879
426.5	110.398	3.8219	1.53685	5.79469	100.664	3.48496	1.73124	5.28382	48.0982	0.880102	0.00558749	0.0280907	0.000158002	0.00100807	2.5246	62.4261	1.08638	1.14228	0.00725208	0.0364587	0.00020507	3.27672
427	110.32	3.81919	1.53415	5.79149	100.581	3.48208	1.72803	5.2803	48.0676	0.879564	0.00558279	0.0280441	0.000157703	0.00100672	2.5234	62.378	1.0844	1.14143	0.00724497	0.0363934	0.000204655	3.2747
427.5	110.244	3.81655	1.53149	5.7884	100.498	3.47923	1.72487	5.27679	48.0373	0.879029	0.00557813	0.0279977	0.000157406	0.00100538	2.52219	62.3312	1.08245	1.1406	0.00723805	0.0363288	0.000204245	3.27274
428	110.171	3.81399	1.52885	5.7854	100.417	3.47639	1.72176	5.27329	48.0071	0.878498	0.00557351	0.0279514	0.000157111	0.00100407	2.52099	62.2857	1.08052	1.13979	0.00723131	0.036265	0.000203841	3.27084
428.5	110.099	3.81151	1.52625	5.7825	100.335	3.47357	1.71869	5.26981	47.9772	0.87797	0.00556894	0.0279053	0.000156817	0.00100277	2.51979	62.2414	1.07861	1.13901	0.00722474	0.036202	0.000203442	3.269
429	110.03	3.8091	1.52368	5.77969	100.255	3.47078	1.71567	5.26634	47.9473	0.877445	0.00556441	0.0278593	0.000156525	0.00100148	2.5186	62.1984	1.07673	1.13825	0.00721834	0.0361398	0.000203049	3.26721
429.5	109.963	3.80676	1.52114	5.77698	100.174	3.468	1.71268	5.26288	47.9177	0.876923	0.00555993	0.0278134	0.000156234	0.00100022	2.5174	62.1566	1.07487	1.13751	0.00721212	0.0360783	0.00020266	3.26548
430	109.897	3.8045	1.51864	5.77435	100.095	3.46524	1.70974	5.25944	47.8882	0.876404	0.00555548	0.0277677	0.000155945	0.000998965	2.51621	62.116	1.07303	1.13679	0.00720606	0.0360176	0.000202277	3.26379
430.5	109.834	3.8023	1.51616	5.77182	100.016	3.4625	1.70684	5.25601	47.8589	0.875888	0.00555107	0.0277221	0.000155657	0.000997731	2.51501	62.0765	1.07121	1.13609	0.00720017	0.0359576	0.000201899	3.26217
431	109.773	3.80017	1.51371	5.76938	99.9372	3.45978	1.70398	5.2526	47.8297	0.875374	0.00554671	0.0276766	0.00015537	0.000996513	2.51382	62.0382	1.06942	1.13542	0.00719444	0.0358983	0.000201525	3.26059
431.5	109.714	3.79811	1.51129	5.76703	99.8591	3.45708	1.70116	5.2492	47.8006	0.874864	0.00554238	0.0276312	0.000155085	0.00099531	2.51263	62.001	1.06764	1.13476	0.00718887	0.0358398	0.000201157	3.25907
