Time	[AMP]	[CDK5]	[CK1P]	[CK1P_PP2B]	[CK1]	[Ca]	[D137]	[D137_CDK5]	[D137_PKA]	[D137_PP2C]	[D34:137]	[D34:137_CDK5]	[D34:137_PP2B]	[D34:137_PP2C]	[D34:75:137]	[D34:75:137_PP2ACa]	[D34:75:137_PP2APCa]	[D34:75:137_PP2AP]	[D34:75:137_PP2A]	[D34:75:137_PP2B]	[D34:75:137_PP2C]	[D34:75]	[D34:75_CK1]	[D34:75_PP2ACa]	[D34:75_PP2APCa]	[D34:75_PP2AP]	[D34:75_PP2A]	[D34:75_PP2B]	[D34]	[D34_CDK5]	[D34_CK1]	[D34_PP2B]	[D75:137]	[D75:137_PKA]	[D75:137_PP2ACa]	[D75:137_PP2APCa]	[D75:137_PP2AP]	[D75:137_PP2A]	[D75:137_PP2C]	[D75]	[D75_CK1]	[D75_PKA]	[D75_PP2ACa]	[D75_PP2APCa]	[D75_PP2AP]	[D75_PP2A]	[D]	[D_CDK5]	[D_CK1]	[D_PKA]	[Empty]	[PDEP]	[PDE]	[PDE_PKA]	[PKA]	[PP2ACa]	[PP2ACa_PKA]	[PP2APCa]	[PP2AP]	[PP2A]	[PP2A_PKA]	[PP2B]	[PP2BinactiveCa2]	[PP2Binactive]	[PP2C]	[R2C2]	[cAMP2_R2C2]	[cAMP3_R2C2]	[cAMP4_R2C2]	[cAMP4_R2C]	[cAMP4_R2]	[cAMP]	[cAMP_PDEP]	[cAMP_PDE]	[cAMP_R2C2]
368.5	6.39643e-06	9.28651e-08	1.03151e-07	4.41453e-09	2.67788e-08	1.61107e-08	2.43678e-07	8.45358e-09	3.77417e-09	1.21304e-08	1.98596e-07	6.88761e-09	4.76313e-09	9.8833e-09	9.13657e-08	1.14692e-11	3.60578e-13	5.91775e-11	1.66779e-09	2.44306e-12	4.5466e-09	4.58583e-07	3.60202e-09	5.75276e-11	1.80924e-12	2.96974e-10	8.36833e-09	1.22333e-10	8.86471e-07	3.07208e-08	6.96305e-09	1.89677e-08	1.39193e-07	2.69543e-09	1.74791e-11	5.49422e-13	9.01631e-11	2.54124e-09	6.92917e-09	9.22301e-07	7.24811e-09	1.7846e-08	1.15755e-10	3.63957e-12	5.97346e-10	1.68342e-08	1.76143e-06	6.10729e-08	1.38426e-08	2.72648e-08	0	6.20581e-07	1.37255e-06	6.82772e-09	3.73077e-08	5.28319e-10	9.85734e-12	7.8911e-12	2.43818e-09	1.63305e-07	3.0465e-09	4.2789e-08	5.42949e-08	2.06646e-07	9.95106e-08	6.58589e-06	6.90986e-12	1.17636e-12	3.97588e-12	5.47565e-10	4.91123e-08	4.11791e-10	1.28805e-11	2.8489e-11	4.44246e-09
369	6.3967e-06	9.28621e-08	1.03308e-07	4.40243e-09	2.67024e-08	1.60885e-08	2.42539e-07	8.41375e-09	3.75369e-09	1.20849e-08	1.98094e-07	6.86995e-09	4.72491e-09	9.86751e-09	9.11793e-08	1.14295e-11	3.59062e-13	5.90138e-11	1.66441e-09	2.4277e-12	4.54156e-09	4.60085e-07	3.60351e-09	5.76344e-11	1.81124e-12	2.97731e-10	8.39592e-09	1.22212e-10	8.89266e-07	3.08168e-08	6.96508e-09	1.89465e-08	1.38529e-07	2.68055e-09	1.73709e-11	5.45613e-13	8.96675e-11	2.52916e-09	6.90252e-09	9.21774e-07	7.22327e-09	1.78225e-08	1.15525e-10	3.62961e-12	5.9657e-10	1.68249e-08	1.76046e-06	6.10374e-08	1.37954e-08	2.72294e-08	0	6.20276e-07	1.37286e-06	6.82415e-09	3.72798e-08	5.2757e-10	9.83599e-12	7.874e-12	2.43641e-09	1.63308e-07	3.04428e-09	4.2607e-08	5.42215e-08	2.06973e-07	9.96035e-08	6.58596e-06	6.8833e-12	1.17309e-12	3.96484e-12	5.46451e-10	4.90489e-08	4.10709e-10	1.28404e-11	2.84205e-11	4.43083e-09
369.5	6.39697e-06	9.28592e-08	1.03463e-07	4.3905e-09	2.66271e-08	1.60666e-08	2.41416e-07	8.37447e-09	3.73349e-09	1.204e-08	1.97598e-07	6.85251e-09	4.68739e-09	9.85186e-09	9.09952e-08	1.13904e-11	3.57566e-13	5.88516e-11	1.66108e-09	2.41261e-12	4.53656e-09	4.61575e-07	3.60498e-09	5.77403e-11	1.8132e-12	2.98477e-10	8.42327e-09	1.22093e-10	8.92033e-07	3.09119e-08	6.96705e-09	1.89256e-08	1.37874e-07	2.66585e-09	1.72644e-11	5.41864e-13	8.91783e-11	2.51724e-09	6.8762e-09	9.21248e-07	7.19875e-09	1.7799e-08	1.15297e-10	3.61974e-12	5.95795e-10	1.68156e-08	1.7595e-06	6.1002e-08	1.37489e-08	2.71941e-08	0	6.19971e-07	1.37317e-06	6.82057e-09	3.72519e-08	5.26833e-10	9.81486e-12	7.85708e-12	2.43463e-09	1.63311e-07	3.04205e-09	4.2428e-08	5.4149e-08	2.07295e-07	9.96954e-08	6.58604e-06	6.85683e-12	1.16982e-12	3.9538e-12	5.4534e-10	4.89857e-08	4.09629e-10	1.28003e-11	2.83522e-11	4.41923e-09
370	6.39724e-06	9.28563e-08	1.03616e-07	4.37874e-09	2.65528e-08	1.6045e-08	2.40308e-07	8.33574e-09	3.71354e-09	1.19956e-08	1.97107e-07	6.83528e-09	4.65056e-09	9.83636e-09	9.08133e-08	1.13519e-11	3.5609e-13	5.86909e-11	1.65779e-09	2.39779e-12	4.53162e-09	4.63051e-07	3.60643e-09	5.78453e-11	1.81513e-12	2.99213e-10	8.45038e-09	1.21976e-10	8.94772e-07	3.1006e-08	6.96895e-09	1.8905e-08	1.37228e-07	2.65135e-09	1.71597e-11	5.38173e-13	8.86955e-11	2.50548e-09	6.85019e-09	9.20723e-07	7.17454e-09	1.77755e-08	1.15072e-10	3.60996e-12	5.95019e-10	1.68063e-08	1.75854e-06	6.09668e-08	1.3703e-08	2.71588e-08	0	6.19664e-07	1.37348e-06	6.81698e-09	3.72239e-08	5.26106e-10	9.79394e-12	7.84033e-12	2.43285e-09	1.63314e-07	3.03982e-09	4.2252e-08	5.40773e-08	2.07612e-07	9.97862e-08	6.58611e-06	6.83045e-12	1.16655e-12	3.94279e-12	5.4423e-10	4.89227e-08	4.08551e-10	1.27603e-11	2.8284e-11	4.40765e-09
370.5	6.39751e-06	9.28534e-08	1.03766e-07	4.36716e-09	2.64795e-08	1.60238e-08	2.39217e-07	8.29756e-09	3.69385e-09	1.19518e-08	1.96623e-07	6.81825e-09	4.61441e-09	9.821e-09	9.06337e-08	1.1314e-11	3.54633e-13	5.85317e-11	1.65454e-09	2.38324e-12	4.52671e-09	4.64515e-07	3.60785e-09	5.79495e-11	1.81702e-12	2.99938e-10	8.47727e-09	1.2186e-10	8.97483e-07	3.10991e-08	6.97079e-09	1.88847e-08	1.36591e-07	2.63703e-09	1.70567e-11	5.34539e-13	8.82188e-11	2.4939e-09	6.82451e-09	9.20198e-07	7.15064e-09	1.77519e-08	1.1485e-10	3.60027e-12	5.94243e-10	1.6797e-08	1.75758e-06	6.09317e-08	1.36577e-08	2.71235e-08	0	6.19357e-07	1.37379e-06	6.81337e-09	3.71958e-08	5.25391e-10	9.77322e-12	7.82375e-12	2.43106e-09	1.63317e-07	3.03758e-09	4.20789e-08	5.40065e-08	2.07924e-07	9.9876e-08	6.58619e-06	6.80415e-12	1.16329e-12	3.93179e-12	5.43122e-10	4.88599e-08	4.07476e-10	1.27204e-11	2.82159e-11	4.3961e-09
371	6.39778e-06	9.28506e-08	1.03915e-07	4.35573e-09	2.64072e-08	1.60029e-08	2.3814e-07	8.25992e-09	3.67442e-09	1.19085e-08	1.96145e-07	6.80144e-09	4.57891e-09	9.80579e-09	9.04563e-08	1.12767e-11	3.53195e-13	5.8374e-11	1.65133e-09	2.36894e-12	4.52186e-09	4.65966e-07	3.60925e-09	5.80528e-11	1.81887e-12	3.00653e-10	8.50392e-09	1.21747e-10	9.00166e-07	3.11913e-08	6.97257e-09	1.88645e-08	1.35964e-07	2.6229e-09	1.69553e-11	5.30962e-13	8.77483e-11	2.48247e-09	6.79914e-09	9.19675e-07	7.12705e-09	1.77284e-08	1.14631e-10	3.59067e-12	5.93467e-10	1.67878e-08	1.75663e-06	6.08968e-08	1.3613e-08	2.70883e-08	0	6.19049e-07	1.3741e-06	6.80975e-09	3.71676e-08	5.24687e-10	9.75271e-12	7.80733e-12	2.42927e-09	1.6332e-07	3.03533e-09	4.19087e-08	5.39365e-08	2.08232e-07	9.99647e-08	6.58626e-06	6.77794e-12	1.16004e-12	3.9208e-12	5.42016e-10	4.87972e-08	4.06402e-10	1.26806e-11	2.81479e-11	4.38457e-09
371.5	6.39805e-06	9.28478e-08	1.04062e-07	4.34446e-09	2.6336e-08	1.59823e-08	2.37079e-07	8.22282e-09	3.65524e-09	1.18658e-08	1.95672e-07	6.78482e-09	4.54407e-09	9.79073e-09	9.02811e-08	1.12399e-11	3.51775e-13	5.82178e-11	1.64816e-09	2.35491e-12	4.51705e-09	4.67404e-07	3.61062e-09	5.81551e-11	1.82069e-12	3.01358e-10	8.53033e-09	1.21635e-10	9.02821e-07	3.12825e-08	6.97428e-09	1.88446e-08	1.35344e-07	2.60895e-09	1.68557e-11	5.27441e-13	8.72839e-11	2.4712e-09	6.77409e-09	9.19153e-07	7.10376e-09	1.77049e-08	1.14414e-10	3.58115e-12	5.9269e-10	1.67785e-08	1.75568e-06	6.0862e-08	1.35689e-08	2.70531e-08	0	6.1874e-07	1.37441e-06	6.80612e-09	3.71393e-08	5.23994e-10	9.7324e-12	7.79107e-12	2.42747e-09	1.63323e-07	3.03308e-09	4.17414e-08	5.38673e-08	2.08534e-07	1.00052e-07	6.58634e-06	6.75182e-12	1.15678e-12	3.90984e-12	5.40911e-10	4.87347e-08	4.0533e-10	1.26408e-11	2.80801e-11	4.37306e-09
372	6.39831e-06	9.2845e-08	1.04207e-07	4.33335e-09	2.62658e-08	1.5962e-08	2.36033e-07	8.18624e-09	3.63631e-09	1.18236e-08	1.95206e-07	6.76842e-09	4.50986e-09	9.77582e-09	9.01081e-08	1.12037e-11	3.50375e-13	5.80629e-11	1.64503e-09	2.34114e-12	4.51229e-09	4.68828e-07	3.61197e-09	5.82566e-11	1.82246e-12	3.02052e-10	8.55651e-09	1.21525e-10	9.05448e-07	3.13728e-08	6.97593e-09	1.88249e-08	1.34734e-07	2.59518e-09	1.67577e-11	5.23975e-13	8.68256e-11	2.4601e-09	6.74934e-09	9.18632e-07	7.08077e-09	1.76813e-08	1.142e-10	3.57172e-12	5.91914e-10	1.67694e-08	1.75473e-06	6.08275e-08	1.35253e-08	2.70179e-08	0	6.1843e-07	1.37473e-06	6.80248e-09	3.71109e-08	5.23312e-10	9.71229e-12	7.77497e-12	2.42566e-09	1.63326e-07	3.03082e-09	4.15769e-08	5.37989e-08	2.08832e-07	1.00139e-07	6.58641e-06	6.72578e-12	1.15354e-12	3.89889e-12	5.39809e-10	4.86724e-08	4.04261e-10	1.26012e-11	2.80124e-11	4.36157e-09
372.5	6.39858e-06	9.28423e-08	1.0435e-07	4.3224e-09	2.61965e-08	1.59421e-08	2.35002e-07	8.15019e-09	3.61762e-09	1.1782e-08	1.94744e-07	6.75221e-09	4.47627e-09	9.76104e-09	8.99372e-08	1.11681e-11	3.48993e-13	5.79096e-11	1.64193e-09	2.32761e-12	4.50758e-09	4.7024e-07	3.6133e-09	5.83571e-11	1.8242e-12	3.02736e-10	8.58245e-09	1.21416e-10	9.08048e-07	3.14621e-08	6.97752e-09	1.88055e-08	1.34132e-07	2.58159e-09	1.66613e-11	5.20565e-13	8.63731e-11	2.44915e-09	6.72491e-09	9.18113e-07	7.05808e-09	1.76578e-08	1.13989e-10	3.56238e-12	5.91138e-10	1.67602e-08	1.7538e-06	6.07931e-08	1.34824e-08	2.69827e-08	0	6.1812e-07	1.37504e-06	6.79882e-09	3.70824e-08	5.2264e-10	9.69237e-12	7.75902e-12	2.42385e-09	1.63329e-07	3.02855e-09	4.14152e-08	5.37314e-08	2.09126e-07	1.00224e-07	6.58649e-06	6.69982e-12	1.1503e-12	3.88795e-12	5.38708e-10	4.86102e-08	4.03193e-10	1.25616e-11	2.79448e-11	4.3501e-09
373	6.39884e-06	9.28397e-08	1.04491e-07	4.3116e-09	2.61283e-08	1.59224e-08	2.33985e-07	8.11466e-09	3.59918e-09	1.17409e-08	1.94289e-07	6.73621e-09	4.4433e-09	9.74641e-09	8.97685e-08	1.1133e-11	3.47629e-13	5.77576e-11	1.63888e-09	2.31434e-12	4.50292e-09	4.71639e-07	3.6146e-09	5.84567e-11	1.8259e-12	3.03409e-10	8.60815e-09	1.21309e-10	9.10619e-07	3.15505e-08	6.97905e-09	1.87862e-08	1.33539e-07	2.56817e-09	1.65666e-11	5.17208e-13	8.59266e-11	2.43836e-09	6.70078e-09	9.17596e-07	7.03569e-09	1.76343e-08	1.1378e-10	3.55312e-12	5.90362e-10	1.6751e-08	1.75286e-06	6.0759e-08	1.344e-08	2.69476e-08	0	6.17808e-07	1.37536e-06	6.79514e-09	3.70539e-08	5.21979e-10	9.67265e-12	7.74323e-12	2.42204e-09	1.63332e-07	3.02628e-09	4.12562e-08	5.36646e-08	2.09414e-07	1.00309e-07	6.58656e-06	6.67395e-12	1.14706e-12	3.87703e-12	5.37609e-10	4.85483e-08	4.02128e-10	1.25221e-11	2.78774e-11	4.33865e-09
373.5	6.39911e-06	9.2837e-08	1.0463e-07	4.30096e-09	2.6061e-08	1.59031e-08	2.32983e-07	8.07964e-09	3.58099e-09	1.17003e-08	1.93839e-07	6.7204e-09	4.41094e-09	9.73193e-09	8.96019e-08	1.10984e-11	3.46283e-13	5.7607e-11	1.63587e-09	2.30132e-12	4.4983e-09	4.73024e-07	3.61588e-09	5.85554e-11	1.82757e-12	3.04072e-10	8.63362e-09	1.21203e-10	9.13163e-07	3.16379e-08	6.98052e-09	1.87671e-08	1.32954e-07	2.55493e-09	1.64734e-11	5.13905e-13	8.54859e-11	2.42772e-09	6.67696e-09	9.1708e-07	7.01359e-09	1.76107e-08	1.13574e-10	3.54395e-12	5.89587e-10	1.67419e-08	1.75193e-06	6.0725e-08	1.33983e-08	2.69125e-08	0	6.17495e-07	1.37567e-06	6.79145e-09	3.70253e-08	5.21328e-10	9.65311e-12	7.72759e-12	2.42021e-09	1.63335e-07	3.02399e-09	4.11e-08	5.35987e-08	2.09699e-07	1.00393e-07	6.58664e-06	6.64817e-12	1.14383e-12	3.86613e-12	5.36511e-10	4.84865e-08	4.01064e-10	1.24826e-11	2.78101e-11	4.32723e-09
374	6.39937e-06	9.28345e-08	1.04767e-07	4.29047e-09	2.59946e-08	1.5884e-08	2.31996e-07	8.04513e-09	3.56302e-09	1.16602e-08	1.93395e-07	6.70479e-09	4.37916e-09	9.71758e-09	8.94375e-08	1.10644e-11	3.44954e-13	5.74578e-11	1.6329e-09	2.2885e-12	4.49372e-09	4.74397e-07	3.61714e-09	5.86532e-11	1.8292e-12	3.04725e-10	8.65885e-09	1.211e-10	9.15679e-07	3.17243e-08	6.98194e-09	1.87484e-08	1.32378e-07	2.54186e-09	1.63818e-11	5.1065e-13	8.5051e-11	2.41723e-09	6.65344e-09	9.16567e-07	6.99179e-09	1.75872e-08	1.13371e-10	3.53486e-12	5.88812e-10	1.67329e-08	1.75101e-06	6.06913e-08	1.33571e-08	2.68774e-08	0	6.17181e-07	1.37599e-06	6.78775e-09	3.69966e-08	5.20688e-10	9.63376e-12	7.7121e-12	2.41839e-09	1.63338e-07	3.02171e-09	4.09463e-08	5.35336e-08	2.09979e-07	1.00475e-07	6.58671e-06	6.62246e-12	1.1406e-12	3.85524e-12	5.35415e-10	4.84249e-08	4.00003e-10	1.24432e-11	2.77428e-11	4.31582e-09
374.5	6.39963e-06	9.28319e-08	1.04902e-07	4.28014e-09	2.59292e-08	1.58653e-08	2.31023e-07	8.01113e-09	3.5453e-09	1.16207e-08	1.92956e-07	6.68937e-09	4.34795e-09	9.70338e-09	8.92751e-08	1.10309e-11	3.43641e-13	5.731e-11	1.62996e-09	2.2759e-12	4.4892e-09	4.75756e-07	3.61839e-09	5.87502e-11	1.83079e-12	3.05367e-10	8.68384e-09	1.20999e-10	9.18166e-07	3.18098e-08	6.9833e-09	1.87299e-08	1.3181e-07	2.52896e-09	1.62916e-11	5.07444e-13	8.46216e-11	2.40689e-09	6.63023e-09	9.16055e-07	6.97027e-09	1.75637e-08	1.1317e-10	3.52585e-12	5.88037e-10	1.67238e-08	1.75009e-06	6.06578e-08	1.33164e-08	2.68424e-08	0	6.16867e-07	1.37631e-06	6.78404e-09	3.69677e-08	5.20057e-10	9.61458e-12	7.69675e-12	2.41655e-09	1.63341e-07	3.01941e-09	4.07951e-08	5.34693e-08	2.10254e-07	1.00557e-07	6.58679e-06	6.59683e-12	1.13738e-12	3.84436e-12	5.34321e-10	4.83634e-08	3.98943e-10	1.2404e-11	2.76757e-11	4.30443e-09
375	6.3999e-06	9.28294e-08	1.05036e-07	4.26997e-09	2.58647e-08	1.58468e-08	2.30064e-07	7.97761e-09	3.5278e-09	1.15816e-08	1.92523e-07	6.67415e-09	4.31732e-09	9.68932e-09	8.91148e-08	1.09978e-11	3.42346e-13	5.71635e-11	1.62706e-09	2.26352e-12	4.48471e-09	4.77102e-07	3.61961e-09	5.88463e-11	1.83235e-12	3.05998e-10	8.7086e-09	1.209e-10	9.20626e-07	3.18943e-08	6.98461e-09	1.87117e-08	1.3125e-07	2.51623e-09	1.62028e-11	5.04287e-13	8.41979e-11	2.39671e-09	6.60732e-09	9.15546e-07	6.94905e-09	1.75402e-08	1.12972e-10	3.51692e-12	5.87263e-10	1.67149e-08	1.74918e-06	6.06245e-08	1.32763e-08	2.68075e-08	0	6.16551e-07	1.37663e-06	6.78031e-09	3.69388e-08	5.19436e-10	9.59558e-12	7.68154e-12	2.41471e-09	1.63344e-07	3.01711e-09	4.06463e-08	5.34059e-08	2.10526e-07	1.00637e-07	6.58686e-06	6.57128e-12	1.13416e-12	3.8335e-12	5.33229e-10	4.83022e-08	3.97885e-10	1.23647e-11	2.76088e-11	4.29307e-09
375.5	6.40016e-06	9.28269e-08	1.05167e-07	4.25996e-09	2.58012e-08	1.58286e-08	2.29119e-07	7.94459e-09	3.51053e-09	1.15431e-08	1.92095e-07	6.65911e-09	4.28724e-09	9.6754e-09	8.89565e-08	1.09653e-11	3.41066e-13	5.70184e-11	1.6242e-09	2.25134e-12	4.48028e-09	4.78435e-07	3.62081e-09	5.89415e-11	1.83387e-12	3.06619e-10	8.73311e-09	1.20803e-10	9.23058e-07	3.19779e-08	6.98587e-09	1.86938e-08	1.30698e-07	2.50367e-09	1.61155e-11	5.01176e-13	8.37797e-11	2.38667e-09	6.58471e-09	9.15039e-07	6.92811e-09	1.75168e-08	1.12776e-10	3.50808e-12	5.8649e-10	1.67059e-08	1.74827e-06	6.05915e-08	1.32368e-08	2.67726e-08	0	6.16235e-07	1.37695e-06	6.77657e-09	3.69099e-08	5.18825e-10	9.57676e-12	7.66647e-12	2.41287e-09	1.63347e-07	3.0148e-09	4.05e-08	5.33432e-08	2.10793e-07	1.00716e-07	6.58693e-06	6.54581e-12	1.13095e-12	3.82266e-12	5.32138e-10	4.82411e-08	3.96829e-10	1.23256e-11	2.75419e-11	4.28172e-09
376	6.40042e-06	9.28245e-08	1.05297e-07	4.2501e-09	2.57386e-08	1.58107e-08	2.28189e-07	7.91206e-09	3.49349e-09	1.15052e-08	1.91672e-07	6.64427e-09	4.25771e-09	9.66162e-09	8.88003e-08	1.09333e-11	3.39802e-13	5.68746e-11	1.62138e-09	2.23935e-12	4.47589e-09	4.79755e-07	3.62199e-09	5.90359e-11	1.83536e-12	3.07229e-10	8.75739e-09	1.20708e-10	9.25462e-07	3.20605e-08	6.98707e-09	1.86762e-08	1.30154e-07	2.49126e-09	1.60296e-11	4.9811e-13	8.33669e-11	2.37678e-09	6.5624e-09	9.14535e-07	6.90746e-09	1.74933e-08	1.12583e-10	3.49931e-12	5.85717e-10	1.6697e-08	1.74737e-06	6.05587e-08	1.31978e-08	2.67377e-08	0	6.15917e-07	1.37727e-06	6.77281e-09	3.68808e-08	5.18224e-10	9.5581e-12	7.65154e-12	2.41102e-09	1.63351e-07	3.01248e-09	4.0356e-08	5.32813e-08	2.11056e-07	1.00795e-07	6.58701e-06	6.52042e-12	1.12774e-12	3.81183e-12	5.31049e-10	4.81802e-08	3.95774e-10	1.22865e-11	2.74751e-11	4.27039e-09
376.5	6.40068e-06	9.28221e-08	1.05425e-07	4.24039e-09	2.56768e-08	1.57931e-08	2.27271e-07	7.88001e-09	3.47667e-09	1.14677e-08	1.91255e-07	6.62961e-09	4.22871e-09	9.64798e-09	8.8646e-08	1.09018e-11	3.38553e-13	5.6732e-11	1.61859e-09	2.22757e-12	4.47154e-09	4.81062e-07	3.62316e-09	5.91294e-11	1.83681e-12	3.07829e-10	8.78142e-09	1.20616e-10	9.27838e-07	3.21421e-08	6.98823e-09	1.86589e-08	1.29618e-07	2.47902e-09	1.59451e-11	4.95091e-13	8.29595e-11	2.36703e-09	6.54038e-09	9.14033e-07	6.88708e-09	1.74699e-08	1.12393e-10	3.49063e-12	5.84945e-10	1.66882e-08	1.74648e-06	6.05262e-08	1.31594e-08	2.67029e-08	0	6.15598e-07	1.37759e-06	6.76904e-09	3.68516e-08	5.17632e-10	9.53961e-12	7.63674e-12	2.40916e-09	1.63354e-07	3.01015e-09	4.02144e-08	5.32203e-08	2.11314e-07	1.00872e-07	6.58708e-06	6.4951e-12	1.12453e-12	3.80101e-12	5.29962e-10	4.81194e-08	3.94722e-10	1.22475e-11	2.74085e-11	4.25908e-09
377	6.40094e-06	9.28197e-08	1.05551e-07	4.23073e-09	2.5616e-08	1.57758e-08	2.26368e-07	7.84843e-09	3.46008e-09	1.14307e-08	1.90843e-07	6.61513e-09	4.20024e-09	9.63447e-09	8.84938e-08	1.08708e-11	3.37325e-13	5.65908e-11	1.61584e-09	2.2162e-12	4.46725e-09	4.82356e-07	3.62428e-09	5.92214e-11	1.83819e-12	3.08419e-10	8.80522e-09	1.20517e-10	9.30187e-07	3.22228e-08	6.98931e-09	1.86409e-08	1.2909e-07	2.46695e-09	1.58624e-11	4.9214e-13	8.25577e-11	2.35742e-09	6.51863e-09	9.13534e-07	6.86698e-09	1.74465e-08	1.12205e-10	3.48202e-12	5.84174e-10	1.66794e-08	1.7456e-06	6.04939e-08	1.31215e-08	2.66682e-08	0	6.15278e-07	1.37792e-06	6.76525e-09	3.68223e-08	5.17049e-10	9.5213e-12	7.62208e-12	2.4073e-09	1.63357e-07	3.00782e-09	4.00762e-08	5.31599e-08	2.11569e-07	1.00949e-07	6.58715e-06	6.46988e-12	1.12133e-12	3.79022e-12	5.28876e-10	4.80589e-08	3.93671e-10	1.22085e-11	2.73419e-11	4.24779e-09
377.5	6.40119e-06	9.28174e-08	1.05676e-07	4.22127e-09	2.5556e-08	1.57587e-08	2.25477e-07	7.81732e-09	3.44371e-09	1.13942e-08	1.90436e-07	6.60083e-09	4.17229e-09	9.6211e-09	8.83435e-08	1.08403e-11	3.3611e-13	5.64508e-11	1.61312e-09	2.20489e-12	4.46299e-09	4.83636e-07	3.6254e-09	5.93128e-11	1.83956e-12	3.08998e-10	8.82878e-09	1.20426e-10	9.32508e-07	3.23026e-08	6.99035e-09	1.86237e-08	1.2857e-07	2.45502e-09	1.57808e-11	4.8922e-13	8.2161e-11	2.34796e-09	6.49718e-09	9.13039e-07	6.84716e-09	1.74231e-08	1.12019e-10	3.47349e-12	5.83404e-10	1.66707e-08	1.74472e-06	6.04619e-08	1.30841e-08	2.66335e-08	0	6.14958e-07	1.37824e-06	6.76145e-09	3.6793e-08	5.16476e-10	9.50315e-12	7.60755e-12	2.40543e-09	1.6336e-07	3.00548e-09	3.99396e-08	5.31003e-08	2.1182e-07	1.01025e-07	6.58723e-06	6.44473e-12	1.11813e-12	3.77943e-12	5.27792e-10	4.79985e-08	3.92622e-10	1.21696e-11	2.72755e-11	4.23652e-09
378	6.40145e-06	9.28151e-08	1.05798e-07	4.21196e-09	2.54969e-08	1.57419e-08	2.246e-07	7.78667e-09	3.42754e-09	1.13582e-08	1.90034e-07	6.58672e-09	4.14483e-09	9.60787e-09	8.81951e-08	1.08102e-11	3.34909e-13	5.6312e-11	1.61044e-09	2.19378e-12	4.45878e-09	4.84903e-07	3.62649e-09	5.94034e-11	1.84089e-12	3.09566e-10	8.8521e-09	1.20335e-10	9.34802e-07	3.23814e-08	6.99135e-09	1.86067e-08	1.28057e-07	2.44326e-09	1.57006e-11	4.86345e-13	8.17694e-11	2.33864e-09	6.47602e-09	9.12546e-07	6.82761e-09	1.73998e-08	1.11836e-10	3.46504e-12	5.82634e-10	1.6662e-08	1.74384e-06	6.04301e-08	1.30473e-08	2.65989e-08	0	6.14636e-07	1.37857e-06	6.75764e-09	3.67635e-08	5.15911e-10	9.48515e-12	7.59315e-12	2.40356e-09	1.63363e-07	3.00314e-09	3.98053e-08	5.30416e-08	2.12067e-07	1.01099e-07	6.5873e-06	6.41965e-12	1.11494e-12	3.76866e-12	5.2671e-10	4.79383e-08	3.91575e-10	1.21308e-11	2.72092e-11	4.22526e-09
378.5	6.40171e-06	9.28129e-08	1.05919e-07	4.20278e-09	2.54387e-08	1.57253e-08	2.23736e-07	7.75648e-09	3.41159e-09	1.13227e-08	1.89637e-07	6.57278e-09	4.11787e-09	9.59477e-09	8.80487e-08	1.07806e-11	3.33724e-13	5.61745e-11	1.6078e-09	2.18287e-12	4.45462e-09	4.86157e-07	3.62757e-09	5.9493e-11	1.84219e-12	3.10124e-10	8.87518e-09	1.20246e-10	9.37068e-07	3.24592e-08	6.99229e-09	1.859e-08	1.27552e-07	2.43165e-09	1.56217e-11	4.83514e-13	8.13831e-11	2.32945e-09	6.45514e-09	9.12056e-07	6.80833e-09	1.73765e-08	1.11655e-10	3.45667e-12	5.81866e-10	1.66533e-08	1.74298e-06	6.03987e-08	1.30109e-08	2.65643e-08	0	6.14313e-07	1.37889e-06	6.75381e-09	3.6734e-08	5.15356e-10	9.46731e-12	7.57887e-12	2.40168e-09	1.63366e-07	3.00078e-09	3.96733e-08	5.29836e-08	2.1231e-07	1.01173e-07	6.58737e-06	6.39465e-12	1.11175e-12	3.7579e-12	5.25629e-10	4.78782e-08	3.90529e-10	1.20921e-11	2.71429e-11	4.21402e-09
379	6.40197e-06	9.28107e-08	1.06039e-07	4.19373e-09	2.53813e-08	1.5709e-08	2.22885e-07	7.72675e-09	3.39586e-09	1.12877e-08	1.89245e-07	6.55902e-09	4.0914e-09	9.5818e-09	8.79041e-08	1.07514e-11	3.32553e-13	5.60383e-11	1.60519e-09	2.17215e-12	4.45049e-09	4.87398e-07	3.62863e-09	5.95817e-11	1.84344e-12	3.10672e-10	8.89802e-09	1.20158e-10	9.39306e-07	3.25361e-08	6.99319e-09	1.85734e-08	1.27054e-07	2.42019e-09	1.55441e-11	4.80726e-13	8.10017e-11	2.3204e-09	6.43455e-09	9.1157e-07	6.78932e-09	1.73532e-08	1.11477e-10	3.44837e-12	5.81099e-10	1.66448e-08	1.74212e-06	6.03675e-08	1.29751e-08	2.65298e-08	0	6.13989e-07	1.37922e-06	6.74997e-09	3.67044e-08	5.14809e-10	9.44963e-12	7.56471e-12	2.39979e-09	1.63369e-07	2.99842e-09	3.95434e-08	5.29263e-08	2.12549e-07	1.01245e-07	6.58744e-06	6.36972e-12	1.10857e-12	3.74716e-12	5.2455e-10	4.78183e-08	3.89485e-10	1.20534e-11	2.70768e-11	4.2028e-09
