Time	[AMP]	[CDK5]	[CK1P]	[CK1P_PP2B]	[CK1]	[Ca]	[D137]	[D137_CDK5]	[D137_PKA]	[D137_PP2C]	[D34:137]	[D34:137_CDK5]	[D34:137_PP2B]	[D34:137_PP2C]	[D34:75:137]	[D34:75:137_PP2ACa]	[D34:75:137_PP2APCa]	[D34:75:137_PP2AP]	[D34:75:137_PP2A]	[D34:75:137_PP2B]	[D34:75:137_PP2C]	[D34:75]	[D34:75_CK1]	[D34:75_PP2ACa]	[D34:75_PP2APCa]	[D34:75_PP2AP]	[D34:75_PP2A]	[D34:75_PP2B]	[D34]	[D34_CDK5]	[D34_CK1]	[D34_PP2B]	[D75:137]	[D75:137_PKA]	[D75:137_PP2ACa]	[D75:137_PP2APCa]	[D75:137_PP2AP]	[D75:137_PP2A]	[D75:137_PP2C]	[D75]	[D75_CK1]	[D75_PKA]	[D75_PP2ACa]	[D75_PP2APCa]	[D75_PP2AP]	[D75_PP2A]	[D]	[D_CDK5]	[D_CK1]	[D_PKA]	[Empty]	[PDEP]	[PDE]	[PDE_PKA]	[PKA]	[PP2ACa]	[PP2ACa_PKA]	[PP2APCa]	[PP2AP]	[PP2A]	[PP2A_PKA]	[PP2B]	[PP2BinactiveCa2]	[PP2Binactive]	[PP2C]	[R2C2]	[cAMP2_R2C2]	[cAMP3_R2C2]	[cAMP4_R2C2]	[cAMP4_R2C]	[cAMP4_R2]	[cAMP]	[cAMP_PDEP]	[cAMP_PDE]	[cAMP_R2C2]
593	6.46444e-06	9.2831e-08	1.13026e-07	3.67219e-09	2.20322e-08	1.47414e-08	1.99688e-07	6.92026e-09	2.04116e-09	1.05565e-08	1.37111e-07	4.75216e-09	2.24189e-09	7.24915e-09	6.68211e-08	7.70683e-12	1.60007e-13	2.88281e-11	1.23008e-09	1.35655e-12	3.53286e-09	4.82104e-07	3.11593e-09	5.56038e-11	1.15443e-12	2.0799e-10	8.87488e-09	9.76525e-11	8.9419e-07	3.0992e-08	5.77934e-09	1.45267e-08	1.12122e-07	1.43263e-09	1.29303e-11	2.6847e-13	4.83708e-11	2.06392e-09	5.92731e-09	9.81907e-07	6.3456e-09	1.25463e-08	1.13238e-10	2.35113e-12	4.23607e-10	1.80748e-08	1.86129e-06	6.45046e-08	1.20287e-08	1.9026e-08	0	4.59267e-07	1.53568e-06	5.0454e-09	2.46404e-08	4.85594e-10	5.98304e-12	4.78879e-12	1.62412e-09	1.64704e-07	2.02933e-09	3.24898e-08	4.9812e-08	2.29158e-07	1.05734e-07	6.6051e-06	1.45026e-12	3.47562e-13	1.176e-12	2.45242e-10	3.3261e-08	1.28414e-10	2.97256e-12	9.93971e-12	1.38927e-09
593.5	6.46452e-06	9.28313e-08	1.13026e-07	3.67222e-09	2.20323e-08	1.47413e-08	1.99757e-07	6.92266e-09	2.0404e-09	1.05601e-08	1.37044e-07	4.74985e-09	2.2408e-09	7.24558e-09	6.67894e-08	7.70324e-12	1.59817e-13	2.87941e-11	1.22952e-09	1.35592e-12	3.53118e-09	4.81866e-07	3.11442e-09	5.55768e-11	1.15304e-12	2.07741e-10	8.87061e-09	9.76055e-11	8.93727e-07	3.0976e-08	5.77639e-09	1.45194e-08	1.1216e-07	1.43208e-09	1.29348e-11	2.6837e-13	4.83529e-11	2.06464e-09	5.92929e-09	9.82179e-07	6.3474e-09	1.25408e-08	1.1327e-10	2.35011e-12	4.23424e-10	1.808e-08	1.86174e-06	6.45202e-08	1.20317e-08	1.90169e-08	0	4.59008e-07	1.53594e-06	5.04264e-09	2.46227e-08	4.85598e-10	5.97879e-12	4.78538e-12	1.62297e-09	1.64706e-07	2.0279e-09	3.24902e-08	4.98131e-08	2.29165e-07	1.05734e-07	6.60512e-06	1.44681e-12	3.46868e-13	1.17365e-12	2.44928e-10	3.32422e-08	1.28164e-10	2.9651e-12	9.92204e-12	1.38657e-09
594	6.46459e-06	9.28315e-08	1.13025e-07	3.67225e-09	2.20325e-08	1.47413e-08	1.99826e-07	6.92506e-09	2.03964e-09	1.05637e-08	1.36977e-07	4.74754e-09	2.23971e-09	7.24201e-09	6.67578e-08	7.69965e-12	1.59628e-13	2.87601e-11	1.22895e-09	1.3553e-12	3.52949e-09	4.81629e-07	3.11291e-09	5.55498e-11	1.15165e-12	2.07492e-10	8.86635e-09	9.75586e-11	8.93265e-07	3.09601e-08	5.77345e-09	1.45121e-08	1.12198e-07	1.43154e-09	1.29392e-11	2.6827e-13	4.8335e-11	2.06536e-09	5.93127e-09	9.8245e-07	6.34921e-09	1.25353e-08	1.13302e-10	2.34909e-12	4.23242e-10	1.80852e-08	1.86218e-06	6.45358e-08	1.20346e-08	1.90078e-08	0	4.5875e-07	1.5362e-06	5.03988e-09	2.4605e-08	4.85602e-10	5.97454e-12	4.78198e-12	1.62182e-09	1.64708e-07	2.02647e-09	3.24906e-08	4.98141e-08	2.29172e-07	1.05734e-07	6.60515e-06	1.44337e-12	3.46176e-13	1.17131e-12	2.44615e-10	3.32235e-08	1.27915e-10	2.95766e-12	9.90442e-12	1.38387e-09
594.5	6.46467e-06	9.28318e-08	1.13025e-07	3.67227e-09	2.20327e-08	1.47412e-08	1.99894e-07	6.92745e-09	2.03888e-09	1.05672e-08	1.3691e-07	4.74523e-09	2.23863e-09	7.23845e-09	6.67262e-08	7.69607e-12	1.5944e-13	2.87263e-11	1.22838e-09	1.35467e-12	3.52781e-09	4.81392e-07	3.1114e-09	5.55229e-11	1.15027e-12	2.07244e-10	8.86209e-09	9.75118e-11	8.92804e-07	3.09442e-08	5.77051e-09	1.45048e-08	1.12235e-07	1.43099e-09	1.29437e-11	2.68169e-13	4.83171e-11	2.06607e-09	5.93324e-09	9.82721e-07	6.35101e-09	1.25298e-08	1.13334e-10	2.34807e-12	4.23061e-10	1.80904e-08	1.86262e-06	6.45513e-08	1.20376e-08	1.89987e-08	0	4.58492e-07	1.53646e-06	5.03713e-09	2.45874e-08	4.85606e-10	5.97031e-12	4.77859e-12	1.62068e-09	1.6471e-07	2.02504e-09	3.2491e-08	4.98152e-08	2.29179e-07	1.05733e-07	6.60517e-06	1.43995e-12	3.45486e-13	1.16897e-12	2.44303e-10	3.32048e-08	1.27666e-10	2.95026e-12	9.88687e-12	1.38119e-09
595	6.46475e-06	9.28321e-08	1.13024e-07	3.6723e-09	2.20329e-08	1.47411e-08	1.99962e-07	6.92984e-09	2.03811e-09	1.05708e-08	1.36843e-07	4.74293e-09	2.23754e-09	7.23489e-09	6.66947e-08	7.69249e-12	1.59252e-13	2.86925e-11	1.22782e-09	1.35405e-12	3.52614e-09	4.81155e-07	3.10989e-09	5.5496e-11	1.14889e-12	2.06996e-10	8.85784e-09	9.7465e-11	8.92343e-07	3.09283e-08	5.76758e-09	1.44975e-08	1.12273e-07	1.43045e-09	1.29481e-11	2.68069e-13	4.82993e-11	2.06679e-09	5.93521e-09	9.82991e-07	6.3528e-09	1.25242e-08	1.13367e-10	2.34705e-12	4.22879e-10	1.80956e-08	1.86307e-06	6.45668e-08	1.20406e-08	1.89896e-08	0	4.58235e-07	1.53672e-06	5.03438e-09	2.45698e-08	4.85609e-10	5.96609e-12	4.77521e-12	1.61954e-09	1.64712e-07	2.02362e-09	3.24914e-08	4.98163e-08	2.29186e-07	1.05733e-07	6.60519e-06	1.43655e-12	3.44799e-13	1.16665e-12	2.43992e-10	3.31861e-08	1.27419e-10	2.94289e-12	9.86937e-12	1.37852e-09
595.5	6.46483e-06	9.28323e-08	1.13024e-07	3.67233e-09	2.2033e-08	1.47411e-08	2.0003e-07	6.93222e-09	2.03735e-09	1.05744e-08	1.36777e-07	4.74063e-09	2.23646e-09	7.23134e-09	6.66632e-08	7.68892e-12	1.59064e-13	2.86588e-11	1.22725e-09	1.35343e-12	3.52446e-09	4.80919e-07	3.10839e-09	5.54692e-11	1.14751e-12	2.06749e-10	8.85359e-09	9.74184e-11	8.91884e-07	3.09125e-08	5.76465e-09	1.44902e-08	1.1231e-07	1.4299e-09	1.29525e-11	2.67969e-13	4.82815e-11	2.0675e-09	5.93717e-09	9.83261e-07	6.35459e-09	1.25187e-08	1.13398e-10	2.34604e-12	4.22698e-10	1.81008e-08	1.86351e-06	6.45823e-08	1.20435e-08	1.89805e-08	0	4.57978e-07	1.53698e-06	5.03163e-09	2.45523e-08	4.85613e-10	5.96188e-12	4.77184e-12	1.6184e-09	1.64714e-07	2.0222e-09	3.24918e-08	4.98173e-08	2.29193e-07	1.05733e-07	6.60521e-06	1.43315e-12	3.44114e-13	1.16433e-12	2.43681e-10	3.31675e-08	1.27172e-10	2.93555e-12	9.85192e-12	1.37585e-09
596	6.46491e-06	9.28326e-08	1.13023e-07	3.67236e-09	2.20332e-08	1.4741e-08	2.00099e-07	6.9346e-09	2.0366e-09	1.0578e-08	1.3671e-07	4.73833e-09	2.23538e-09	7.2278e-09	6.66318e-08	7.68536e-12	1.58877e-13	2.86252e-11	1.22669e-09	1.3528e-12	3.52279e-09	4.80683e-07	3.10689e-09	5.54424e-11	1.14614e-12	2.06503e-10	8.84936e-09	9.73718e-11	8.91425e-07	3.08967e-08	5.76173e-09	1.44829e-08	1.12348e-07	1.42936e-09	1.2957e-11	2.67869e-13	4.82637e-11	2.06822e-09	5.93914e-09	9.8353e-07	6.35638e-09	1.25132e-08	1.1343e-10	2.34503e-12	4.22517e-10	1.81059e-08	1.86395e-06	6.45978e-08	1.20464e-08	1.89715e-08	0	4.57721e-07	1.53724e-06	5.0289e-09	2.45348e-08	4.85617e-10	5.95768e-12	4.76847e-12	1.61727e-09	1.64716e-07	2.02078e-09	3.24921e-08	4.98184e-08	2.292e-07	1.05732e-07	6.60523e-06	1.42978e-12	3.43432e-13	1.16202e-12	2.43372e-10	3.31489e-08	1.26926e-10	2.92823e-12	9.83453e-12	1.3732e-09
596.5	6.46499e-06	9.28329e-08	1.13022e-07	3.67239e-09	2.20334e-08	1.47409e-08	2.00167e-07	6.93697e-09	2.03584e-09	1.05815e-08	1.36643e-07	4.73604e-09	2.2343e-09	7.22426e-09	6.66005e-08	7.6818e-12	1.5869e-13	2.85917e-11	1.22613e-09	1.35218e-12	3.52112e-09	4.80448e-07	3.10539e-09	5.54157e-11	1.14477e-12	2.06257e-10	8.84513e-09	9.73253e-11	8.90967e-07	3.08809e-08	5.75881e-09	1.44756e-08	1.12385e-07	1.42882e-09	1.29614e-11	2.6777e-13	4.8246e-11	2.06893e-09	5.94109e-09	9.83799e-07	6.35817e-09	1.25078e-08	1.13462e-10	2.34401e-12	4.22337e-10	1.81111e-08	1.86439e-06	6.46132e-08	1.20494e-08	1.89625e-08	0	4.57466e-07	1.5375e-06	5.02616e-09	2.45174e-08	4.8562e-10	5.95348e-12	4.76511e-12	1.61614e-09	1.64718e-07	2.01937e-09	3.24925e-08	4.98194e-08	2.29207e-07	1.05732e-07	6.60525e-06	1.42641e-12	3.42752e-13	1.15972e-12	2.43063e-10	3.31303e-08	1.26681e-10	2.92095e-12	9.8172e-12	1.37055e-09
597	6.46507e-06	9.28331e-08	1.13022e-07	3.67241e-09	2.20335e-08	1.47409e-08	2.00234e-07	6.93935e-09	2.03508e-09	1.05851e-08	1.36577e-07	4.73375e-09	2.23323e-09	7.22073e-09	6.65692e-08	7.67825e-12	1.58504e-13	2.85583e-11	1.22556e-09	1.35156e-12	3.51946e-09	4.80213e-07	3.10389e-09	5.5389e-11	1.14341e-12	2.06012e-10	8.8409e-09	9.72788e-11	8.9051e-07	3.08651e-08	5.7559e-09	1.44684e-08	1.12423e-07	1.42828e-09	1.29658e-11	2.6767e-13	4.82282e-11	2.06964e-09	5.94305e-09	9.84067e-07	6.35995e-09	1.25023e-08	1.13494e-10	2.343e-12	4.22157e-10	1.81163e-08	1.86483e-06	6.46287e-08	1.20523e-08	1.89535e-08	0	4.5721e-07	1.53775e-06	5.02344e-09	2.44999e-08	4.85624e-10	5.9493e-12	4.76176e-12	1.61501e-09	1.6472e-07	2.01796e-09	3.24929e-08	4.98205e-08	2.29214e-07	1.05732e-07	6.60527e-06	1.42306e-12	3.42074e-13	1.15743e-12	2.42755e-10	3.31118e-08	1.26437e-10	2.91369e-12	9.79992e-12	1.36791e-09
597.5	6.46514e-06	9.28334e-08	1.13021e-07	3.67244e-09	2.20337e-08	1.47408e-08	2.00302e-07	6.94171e-09	2.03433e-09	1.05886e-08	1.36511e-07	4.73147e-09	2.23215e-09	7.21721e-09	6.65379e-08	7.6747e-12	1.58318e-13	2.85249e-11	1.225e-09	1.35095e-12	3.51779e-09	4.79978e-07	3.1024e-09	5.53623e-11	1.14205e-12	2.05768e-10	8.83669e-09	9.72325e-11	8.90053e-07	3.08494e-08	5.753e-09	1.44611e-08	1.1246e-07	1.42774e-09	1.29702e-11	2.67571e-13	4.82105e-11	2.07035e-09	5.945e-09	9.84335e-07	6.36173e-09	1.24968e-08	1.13526e-10	2.34199e-12	4.21977e-10	1.81214e-08	1.86527e-06	6.46441e-08	1.20552e-08	1.89445e-08	0	4.56956e-07	1.53801e-06	5.02071e-09	2.44826e-08	4.85628e-10	5.94512e-12	4.75841e-12	1.61388e-09	1.64722e-07	2.01655e-09	3.24933e-08	4.98216e-08	2.29221e-07	1.05731e-07	6.6053e-06	1.41972e-12	3.41399e-13	1.15515e-12	2.42448e-10	3.30933e-08	1.26194e-10	2.90646e-12	9.7827e-12	1.36528e-09
598	6.46522e-06	9.28336e-08	1.13021e-07	3.67247e-09	2.20339e-08	1.47408e-08	2.0037e-07	6.94408e-09	2.03357e-09	1.05922e-08	1.36445e-07	4.72919e-09	2.23108e-09	7.21369e-09	6.65067e-08	7.67116e-12	1.58133e-13	2.84917e-11	1.22444e-09	1.35033e-12	3.51613e-09	4.79744e-07	3.10091e-09	5.53357e-11	1.14069e-12	2.05524e-10	8.83248e-09	9.71862e-11	8.89598e-07	3.08337e-08	5.75009e-09	1.44539e-08	1.12497e-07	1.4272e-09	1.29746e-11	2.67471e-13	4.81929e-11	2.07106e-09	5.94695e-09	9.84603e-07	6.36351e-09	1.24914e-08	1.13558e-10	2.34099e-12	4.21797e-10	1.81265e-08	1.86571e-06	6.46594e-08	1.20582e-08	1.89355e-08	0	4.56701e-07	1.53827e-06	5.018e-09	2.44652e-08	4.85631e-10	5.94096e-12	4.75507e-12	1.61275e-09	1.64724e-07	2.01514e-09	3.24937e-08	4.98226e-08	2.29228e-07	1.05731e-07	6.60532e-06	1.4164e-12	3.40725e-13	1.15287e-12	2.42141e-10	3.30749e-08	1.25951e-10	2.89926e-12	9.76553e-12	1.36267e-09
598.5	6.4653e-06	9.28339e-08	1.1302e-07	3.6725e-09	2.2034e-08	1.47407e-08	2.00437e-07	6.94644e-09	2.03282e-09	1.05957e-08	1.36379e-07	4.72691e-09	2.23001e-09	7.21018e-09	6.64756e-08	7.66762e-12	1.57948e-13	2.84585e-11	1.22388e-09	1.34971e-12	3.51448e-09	4.7951e-07	3.09942e-09	5.53092e-11	1.13933e-12	2.05281e-10	8.82827e-09	9.714e-11	8.89143e-07	3.0818e-08	5.7472e-09	1.44467e-08	1.12534e-07	1.42666e-09	1.29789e-11	2.67372e-13	4.81752e-11	2.07177e-09	5.9489e-09	9.8487e-07	6.36529e-09	1.24859e-08	1.13589e-10	2.33998e-12	4.21618e-10	1.81317e-08	1.86614e-06	6.46747e-08	1.20611e-08	1.89266e-08	0	4.56447e-07	1.53852e-06	5.01528e-09	2.44479e-08	4.85635e-10	5.9368e-12	4.75174e-12	1.61163e-09	1.64726e-07	2.01374e-09	3.24941e-08	4.98237e-08	2.29235e-07	1.05731e-07	6.60534e-06	1.41309e-12	3.40055e-13	1.1506e-12	2.41836e-10	3.30565e-08	1.2571e-10	2.89209e-12	9.74842e-12	1.36005e-09
599	6.46538e-06	9.28342e-08	1.1302e-07	3.67252e-09	2.20342e-08	1.47406e-08	2.00505e-07	6.94879e-09	2.03207e-09	1.05993e-08	1.36313e-07	4.72464e-09	2.22894e-09	7.20667e-09	6.64444e-08	7.66409e-12	1.57764e-13	2.84254e-11	1.22332e-09	1.3491e-12	3.51282e-09	4.79276e-07	3.09794e-09	5.52827e-11	1.13798e-12	2.05038e-10	8.82408e-09	9.70938e-11	8.88689e-07	3.08024e-08	5.74431e-09	1.44395e-08	1.12571e-07	1.42612e-09	1.29833e-11	2.67273e-13	4.81576e-11	2.07248e-09	5.95084e-09	9.85136e-07	6.36706e-09	1.24805e-08	1.13621e-10	2.33898e-12	4.21439e-10	1.81368e-08	1.86658e-06	6.46901e-08	1.2064e-08	1.89176e-08	0	4.56194e-07	1.53878e-06	5.01258e-09	2.44307e-08	4.85639e-10	5.93265e-12	4.74842e-12	1.61051e-09	1.64728e-07	2.01234e-09	3.24945e-08	4.98247e-08	2.29241e-07	1.0573e-07	6.60536e-06	1.40979e-12	3.39386e-13	1.14834e-12	2.41531e-10	3.30381e-08	1.25469e-10	2.88495e-12	9.73136e-12	1.35745e-09
599.5	6.46545e-06	9.28344e-08	1.13019e-07	3.67255e-09	2.20344e-08	1.47406e-08	2.00572e-07	6.95115e-09	2.03131e-09	1.06028e-08	1.36247e-07	4.72237e-09	2.22788e-09	7.20317e-09	6.64134e-08	7.66057e-12	1.5758e-13	2.83924e-11	1.22277e-09	1.34848e-12	3.51117e-09	4.79043e-07	3.09645e-09	5.52562e-11	1.13663e-12	2.04796e-10	8.81989e-09	9.70478e-11	8.88236e-07	3.07867e-08	5.74142e-09	1.44323e-08	1.12608e-07	1.42559e-09	1.29877e-11	2.67175e-13	4.814e-11	2.07318e-09	5.95278e-09	9.85402e-07	6.36883e-09	1.2475e-08	1.13652e-10	2.33798e-12	4.2126e-10	1.81419e-08	1.86702e-06	6.47053e-08	1.20669e-08	1.89087e-08	0	4.55941e-07	1.53904e-06	5.00988e-09	2.44134e-08	4.85642e-10	5.92851e-12	4.7451e-12	1.60939e-09	1.6473e-07	2.01095e-09	3.24949e-08	4.98258e-08	2.29248e-07	1.0573e-07	6.60538e-06	1.4065e-12	3.3872e-13	1.14609e-12	2.41227e-10	3.30198e-08	1.25229e-10	2.87783e-12	9.71436e-12	1.35486e-09
600	6.46553e-06	9.28347e-08	1.13019e-07	3.67258e-09	2.20345e-08	1.47405e-08	2.00639e-07	6.95349e-09	2.03056e-09	1.06063e-08	1.36181e-07	4.72011e-09	2.22681e-09	7.19967e-09	6.63824e-08	7.65705e-12	1.57397e-13	2.83595e-11	1.22221e-09	1.34787e-12	3.50952e-09	4.78811e-07	3.09497e-09	5.52298e-11	1.13529e-12	2.04555e-10	8.81571e-09	9.70018e-11	8.87784e-07	3.07711e-08	5.73854e-09	1.44251e-08	1.12645e-07	1.42505e-09	1.29921e-11	2.67076e-13	4.81224e-11	2.07389e-09	5.95472e-09	9.85668e-07	6.37059e-09	1.24696e-08	1.13684e-10	2.33698e-12	4.21082e-10	1.8147e-08	1.86745e-06	6.47206e-08	1.20698e-08	1.88998e-08	0	4.55689e-07	1.53929e-06	5.00718e-09	2.43963e-08	4.85646e-10	5.92438e-12	4.74179e-12	1.60828e-09	1.64731e-07	2.00955e-09	3.24953e-08	4.98268e-08	2.29255e-07	1.0573e-07	6.6054e-06	1.40323e-12	3.38056e-13	1.14384e-12	2.40925e-10	3.30015e-08	1.2499e-10	2.87075e-12	9.69741e-12	1.35228e-09
600.5	6.46561e-06	9.28349e-08	1.13018e-07	3.67261e-09	2.20347e-08	1.47405e-08	2.00706e-07	6.95584e-09	2.02982e-09	1.06098e-08	1.36116e-07	4.71785e-09	2.22575e-09	7.19618e-09	6.63514e-08	7.65353e-12	1.57214e-13	2.83267e-11	1.22165e-09	1.34726e-12	3.50787e-09	4.78578e-07	3.09349e-09	5.52034e-11	1.13395e-12	2.04314e-10	8.81153e-09	9.69559e-11	8.87332e-07	3.07556e-08	5.73567e-09	1.44179e-08	1.12682e-07	1.42451e-09	1.29964e-11	2.66977e-13	4.81048e-11	2.07459e-09	5.95665e-09	9.85933e-07	6.37235e-09	1.24642e-08	1.13715e-10	2.33598e-12	4.20903e-10	1.81521e-08	1.86788e-06	6.47358e-08	1.20727e-08	1.88909e-08	0	4.55437e-07	1.53955e-06	5.00449e-09	2.43791e-08	4.8565e-10	5.92026e-12	4.73849e-12	1.60716e-09	1.64733e-07	2.00816e-09	3.24957e-08	4.98279e-08	2.29262e-07	1.05729e-07	6.60542e-06	1.39998e-12	3.37395e-13	1.14161e-12	2.40622e-10	3.29832e-08	1.24751e-10	2.86369e-12	9.68051e-12	1.3497e-09
601	6.46569e-06	9.28352e-08	1.13018e-07	3.67263e-09	2.20349e-08	1.47404e-08	2.00773e-07	6.95818e-09	2.02907e-09	1.06133e-08	1.3605e-07	4.71559e-09	2.22469e-09	7.1927e-09	6.63205e-08	7.65003e-12	1.57031e-13	2.82939e-11	1.2211e-09	1.34665e-12	3.50623e-09	4.78346e-07	3.09202e-09	5.5177e-11	1.13261e-12	2.04074e-10	8.80736e-09	9.69101e-11	8.86882e-07	3.074e-08	5.7328e-09	1.44108e-08	1.12719e-07	1.42398e-09	1.30007e-11	2.66879e-13	4.80873e-11	2.07529e-09	5.95858e-09	9.86198e-07	6.37411e-09	1.24588e-08	1.13747e-10	2.33498e-12	4.20725e-10	1.81572e-08	1.86832e-06	6.4751e-08	1.20756e-08	1.8882e-08	0	4.55186e-07	1.5398e-06	5.0018e-09	2.4362e-08	4.85653e-10	5.91615e-12	4.7352e-12	1.60605e-09	1.64735e-07	2.00678e-09	3.2496e-08	4.98289e-08	2.29269e-07	1.05729e-07	6.60544e-06	1.39673e-12	3.36736e-13	1.13938e-12	2.40321e-10	3.2965e-08	1.24514e-10	2.85665e-12	9.66367e-12	1.34713e-09
601.5	6.46576e-06	9.28354e-08	1.13017e-07	3.67266e-09	2.2035e-08	1.47403e-08	2.0084e-07	6.96051e-09	2.02832e-09	1.06168e-08	1.35985e-07	4.71334e-09	2.22363e-09	7.18922e-09	6.62897e-08	7.64652e-12	1.56849e-13	2.82612e-11	1.22055e-09	1.34604e-12	3.50459e-09	4.78115e-07	3.09054e-09	5.51507e-11	1.13128e-12	2.03834e-10	8.8032e-09	9.68643e-11	8.86432e-07	3.07245e-08	5.72993e-09	1.44036e-08	1.12756e-07	1.42345e-09	1.30051e-11	2.66781e-13	4.80698e-11	2.07599e-09	5.96051e-09	9.86462e-07	6.37587e-09	1.24534e-08	1.13778e-10	2.33398e-12	4.20548e-10	1.81622e-08	1.86875e-06	6.47662e-08	1.20785e-08	1.88731e-08	0	4.54935e-07	1.54005e-06	4.99912e-09	2.43449e-08	4.85657e-10	5.91205e-12	4.73191e-12	1.60495e-09	1.64737e-07	2.0054e-09	3.24964e-08	4.983e-08	2.29275e-07	1.05729e-07	6.60547e-06	1.3935e-12	3.36078e-13	1.13715e-12	2.4002e-10	3.29468e-08	1.24277e-10	2.84965e-12	9.64688e-12	1.34458e-09
602	6.46584e-06	9.28357e-08	1.13017e-07	3.67269e-09	2.20352e-08	1.47403e-08	2.00907e-07	6.96285e-09	2.02757e-09	1.06203e-08	1.3592e-07	4.71109e-09	2.22257e-09	7.18575e-09	6.62589e-08	7.64303e-12	1.56668e-13	2.82286e-11	1.21999e-09	1.34543e-12	3.50295e-09	4.77884e-07	3.08907e-09	5.51245e-11	1.12995e-12	2.03596e-10	8.79905e-09	9.68186e-11	8.85983e-07	3.0709e-08	5.72707e-09	1.43965e-08	1.12792e-07	1.42291e-09	1.30094e-11	2.66682e-13	4.80523e-11	2.07669e-09	5.96243e-09	9.86726e-07	6.37762e-09	1.2448e-08	1.13809e-10	2.33299e-12	4.2037e-10	1.81673e-08	1.86918e-06	6.47813e-08	1.20814e-08	1.88643e-08	0	4.54684e-07	1.54031e-06	4.99644e-09	2.43279e-08	4.8566e-10	5.90795e-12	4.72863e-12	1.60384e-09	1.64739e-07	2.00401e-09	3.24968e-08	4.9831e-08	2.29282e-07	1.05729e-07	6.60549e-06	1.39028e-12	3.35424e-13	1.13494e-12	2.39721e-10	3.29287e-08	1.24041e-10	2.84267e-12	9.63014e-12	1.34203e-09
602.5	6.46592e-06	9.28359e-08	1.13016e-07	3.67272e-09	2.20354e-08	1.47402e-08	2.00973e-07	6.96518e-09	2.02683e-09	1.06238e-08	1.35854e-07	4.70884e-09	2.22151e-09	7.18229e-09	6.62282e-08	7.63954e-12	1.56487e-13	2.81961e-11	1.21944e-09	1.34482e-12	3.50131e-09	4.77653e-07	3.0876e-09	5.50983e-11	1.12862e-12	2.03357e-10	8.7949e-09	9.6773e-11	8.85534e-07	3.06936e-08	5.72421e-09	1.43894e-08	1.12829e-07	1.42238e-09	1.30137e-11	2.66584e-13	4.80349e-11	2.07739e-09	5.96435e-09	9.86989e-07	6.37937e-09	1.24426e-08	1.13841e-10	2.332e-12	4.20193e-10	1.81724e-08	1.86961e-06	6.47965e-08	1.20843e-08	1.88555e-08	0	4.54434e-07	1.54056e-06	4.99377e-09	2.43109e-08	4.85664e-10	5.90387e-12	4.72536e-12	1.60274e-09	1.64741e-07	2.00264e-09	3.24972e-08	4.9832e-08	2.29289e-07	1.05728e-07	6.60551e-06	1.38708e-12	3.34771e-13	1.13273e-12	2.39422e-10	3.29105e-08	1.23806e-10	2.83572e-12	9.61346e-12	1.33949e-09
603	6.46599e-06	9.28362e-08	1.13016e-07	3.67274e-09	2.20355e-08	1.47402e-08	2.0104e-07	6.9675e-09	2.02609e-09	1.06273e-08	1.35789e-07	4.7066e-09	2.22046e-09	7.17883e-09	6.61975e-08	7.63605e-12	1.56306e-13	2.81637e-11	1.21889e-09	1.34421e-12	3.49968e-09	4.77423e-07	3.08614e-09	5.50721e-11	1.12729e-12	2.0312e-10	8.79076e-09	9.67275e-11	8.85087e-07	3.06781e-08	5.72136e-09	1.43823e-08	1.12866e-07	1.42185e-09	1.30181e-11	2.66486e-13	4.80174e-11	2.07809e-09	5.96626e-09	9.87252e-07	6.38112e-09	1.24373e-08	1.13872e-10	2.33101e-12	4.20016e-10	1.81774e-08	1.87004e-06	6.48116e-08	1.20871e-08	1.88466e-08	0	4.54185e-07	1.54081e-06	4.9911e-09	2.42939e-08	4.85668e-10	5.89979e-12	4.72209e-12	1.60164e-09	1.64743e-07	2.00126e-09	3.24976e-08	4.98331e-08	2.29296e-07	1.05728e-07	6.60553e-06	1.38388e-12	3.34121e-13	1.13053e-12	2.39124e-10	3.28924e-08	1.23571e-10	2.8288e-12	9.59683e-12	1.33695e-09
603.5	6.46607e-06	9.28364e-08	1.13015e-07	3.67277e-09	2.20357e-08	1.47401e-08	2.01106e-07	6.96982e-09	2.02534e-09	1.06308e-08	1.35724e-07	4.70436e-09	2.21941e-09	7.17537e-09	6.61668e-08	7.63257e-12	1.56126e-13	2.81313e-11	1.21834e-09	1.3436e-12	3.49805e-09	4.77193e-07	3.08468e-09	5.5046e-11	1.12597e-12	2.02882e-10	8.78663e-09	9.66821e-11	8.8464e-07	3.06627e-08	5.71852e-09	1.43752e-08	1.12902e-07	1.42132e-09	1.30224e-11	2.66389e-13	4.8e-11	2.07878e-09	5.96818e-09	9.87514e-07	6.38286e-09	1.24319e-08	1.13903e-10	2.33002e-12	4.1984e-10	1.81825e-08	1.87047e-06	6.48266e-08	1.209e-08	1.88378e-08	0	4.53936e-07	1.54106e-06	4.98844e-09	2.4277e-08	4.85671e-10	5.89573e-12	4.71883e-12	1.60054e-09	1.64745e-07	1.99989e-09	3.2498e-08	4.98341e-08	2.29303e-07	1.05728e-07	6.60555e-06	1.3807e-12	3.33472e-13	1.12834e-12	2.38826e-10	3.28744e-08	1.23338e-10	2.8219e-12	9.58025e-12	1.33443e-09
